CycNo,VMAX,YEAR,MONTH,DAY,HOUR,TIME,LAT,LON,REGION
3,46.0541822594,1951,5,5,18,1951-05-05 18:00:00,13.1,122.0,True
3,41.7160219465,1951,5,6,0,1951-05-06 00:00:00,13.6,121.2,True
3,37.4383549956,1951,5,6,6,1951-05-06 06:00:00,14.3,120.4,True
3,54.89790308,1951,5,8,6,1951-05-08 06:00:00,21.0,120.3,True
3,59.3975444759,1951,5,8,12,1951-05-08 12:00:00,22.0,121.5,True
3,63.9456737527,1951,5,8,18,1951-05-08 18:00:00,23.0,122.8,True
3,68.5401107021,1951,5,9,0,1951-05-09 00:00:00,24.1,125.3,True
3,68.5401107021,1951,5,9,6,1951-05-09 06:00:00,25.0,128.0,True
3,63.9456737527,1951,5,9,12,1951-05-09 12:00:00,26.0,131.0,True
3,63.9456737527,1951,5,9,18,1951-05-09 18:00:00,26.6,134.0,True
3,63.9456737527,1951,5,10,0,1951-05-10 00:00:00,27.0,136.0,True
3,54.89790308,1951,5,10,6,1951-05-10 06:00:00,27.6,138.5,True
3,54.89790308,1951,5,10,12,1951-05-10 12:00:00,28.2,141.1,True
3,54.89790308,1951,5,10,18,1951-05-10 18:00:00,28.7,143.8,True
3,54.89790308,1951,5,11,0,1951-05-11 00:00:00,27.8,146.5,True
3,46.0541822594,1951,5,11,6,1951-05-11 06:00:00,26.9,145.8,True
3,37.4383549956,1951,5,11,12,1951-05-11 12:00:00,27.0,145.2,True
3,29.0823395707,1951,5,11,18,1951-05-11 18:00:00,27.2,144.5,True
3,25.015184859,1951,5,12,0,1951-05-12 00:00:00,27.8,143.9,True
3,25.015184859,1951,5,12,6,1951-05-12 06:00:00,28.4,143.0,True
3,21.0315923059,1951,5,12,12,1951-05-12 12:00:00,29.0,142.3,True
3,21.0315923059,1951,5,12,18,1951-05-12 18:00:00,30.0,142.0,True
5,33.2254405055,1951,6,27,12,1951-06-27 12:00:00,13.3,129.8,True
5,37.4383549956,1951,6,27,18,1951-06-27 18:00:00,14.3,128.6,True
5,37.4383549956,1951,6,28,0,1951-06-28 00:00:00,15.7,127.8,True
5,41.7160219465,1951,6,28,6,1951-06-28 06:00:00,16.5,127.4,True
5,46.0541822594,1951,6,28,12,1951-06-28 12:00:00,17.2,127.8,True
5,50.4491943148,1951,6,28,18,1951-06-28 18:00:00,18.0,127.1,True
5,54.89790308,1951,6,29,0,1951-06-29 00:00:00,18.8,127.0,True
5,59.3975444759,1951,6,29,6,1951-06-29 06:00:00,19.5,127.0,True
5,59.3975444759,1951,6,29,12,1951-06-29 12:00:00,21.1,127.2,True
5,59.3975444759,1951,6,29,18,1951-06-29 18:00:00,22.7,127.8,True
5,59.3975444759,1951,6,30,0,1951-06-30 00:00:00,24.0,128.9,True
5,59.3975444759,1951,6,30,6,1951-06-30 06:00:00,25.6,129.9,True
5,63.9456737527,1951,6,30,12,1951-06-30 12:00:00,27.0,130.2,True
5,68.5401107021,1951,6,30,18,1951-06-30 18:00:00,28.5,130.5,True
5,82.5825974371,1951,7,1,0,1951-07-01 00:00:00,30.0,131.0,True
6,77.8602623192,1951,7,27,12,1951-07-27 12:00:00,13.2,134.0,True
6,82.5825974371,1951,7,27,18,1951-07-27 18:00:00,13.6,132.8,True
6,82.5825974371,1951,7,28,0,1951-07-28 00:00:00,14.0,131.2,True
6,92.1444164786,1951,7,28,6,1951-07-28 06:00:00,14.4,129.8,True
6,96.9813072346,1951,7,28,12,1951-07-28 12:00:00,15.1,128.5,True
6,96.9813072346,1951,7,28,18,1951-07-28 18:00:00,15.6,127.3,True
6,101.853953839,1951,7,29,0,1951-07-29 00:00:00,15.7,126.3,True
6,101.853953839,1951,7,29,6,1951-07-29 06:00:00,15.9,125.3,True
6,92.1444164786,1951,7,29,12,1951-07-29 12:00:00,16.2,124.3,True
6,92.1444164786,1951,7,29,18,1951-07-29 18:00:00,16.5,123.2,True
6,82.5825974371,1951,7,30,0,1951-07-30 00:00:00,17.2,122.3,True
6,82.5825974371,1951,7,30,6,1951-07-30 06:00:00,17.8,121.8,True
6,73.1788969782,1951,7,30,12,1951-07-30 12:00:00,18.2,121.3,True
6,63.9456737527,1951,7,30,18,1951-07-30 18:00:00,18.5,120.4,True
7,50.4491943148,1951,8,11,6,1951-08-11 06:00:00,13.0,145.0,True
7,50.4491943148,1951,8,11,12,1951-08-11 12:00:00,13.3,144.2,True
7,54.89790308,1951,8,11,18,1951-08-11 18:00:00,13.6,143.3,True
7,59.3975444759,1951,8,12,0,1951-08-12 00:00:00,13.6,142.2,True
7,63.9456737527,1951,8,12,6,1951-08-12 06:00:00,13.5,141.7,True
7,63.9456737527,1951,8,12,12,1951-08-12 12:00:00,13.4,141.1,True
7,68.5401107021,1951,8,12,18,1951-08-12 18:00:00,13.4,140.5,True
7,73.1788969782,1951,8,13,0,1951-08-13 00:00:00,13.4,140.1,True
7,73.1788969782,1951,8,13,6,1951-08-13 06:00:00,13.8,139.4,True
7,77.8602623192,1951,8,13,12,1951-08-13 12:00:00,14.3,139.0,True
7,77.8602623192,1951,8,13,18,1951-08-13 18:00:00,15.2,138.8,True
7,82.5825974371,1951,8,14,0,1951-08-14 00:00:00,16.0,138.5,True
7,82.5825974371,1951,8,14,6,1951-08-14 06:00:00,17.0,138.1,True
7,82.5825974371,1951,8,14,12,1951-08-14 12:00:00,18.0,137.8,True
7,82.5825974371,1951,8,14,18,1951-08-14 18:00:00,19.0,136.1,True
7,82.5825974371,1951,8,15,0,1951-08-15 00:00:00,20.0,135.2,True
7,82.5825974371,1951,8,15,6,1951-08-15 06:00:00,20.7,135.1,True
7,82.5825974371,1951,8,15,12,1951-08-15 12:00:00,21.0,134.1,True
7,82.5825974371,1951,8,15,18,1951-08-15 18:00:00,21.0,133.0,True
7,82.5825974371,1951,8,16,0,1951-08-16 00:00:00,21.2,132.0,True
7,73.1788969782,1951,8,16,6,1951-08-16 06:00:00,21.6,131.5,True
7,63.9456737527,1951,8,16,12,1951-08-16 12:00:00,22.0,131.0,True
7,68.5401107021,1951,8,16,18,1951-08-16 18:00:00,22.7,130.8,True
7,73.1788969782,1951,8,17,0,1951-08-17 00:00:00,23.2,130.6,True
7,82.5825974371,1951,8,17,6,1951-08-17 06:00:00,24.0,130.1,True
7,82.5825974371,1951,8,17,12,1951-08-17 12:00:00,25.0,129.5,True
7,82.5825974371,1951,8,17,18,1951-08-17 18:00:00,25.9,129.0,True
7,77.8602623192,1951,8,18,0,1951-08-18 00:00:00,26.7,128.9,True
7,73.1788969782,1951,8,18,6,1951-08-18 06:00:00,27.1,128.7,True
7,63.9456737527,1951,8,18,12,1951-08-18 12:00:00,27.5,128.5,True
7,68.5401107021,1951,8,18,18,1951-08-18 18:00:00,27.8,128.2,True
7,73.1788969782,1951,8,19,0,1951-08-19 00:00:00,28.1,128.0,True
7,68.5401107021,1951,8,19,6,1951-08-19 06:00:00,28.8,127.7,True
7,68.5401107021,1951,8,19,12,1951-08-19 12:00:00,29.1,127.1,True
7,59.3975444759,1951,8,19,18,1951-08-19 18:00:00,29.5,126.8,True
7,59.3975444759,1951,8,20,0,1951-08-20 00:00:00,29.9,126.2,True
8,25.015184859,1951,8,30,6,1951-08-30 06:00:00,16.5,132.0,True
8,25.015184859,1951,8,30,12,1951-08-30 12:00:00,17.3,130.8,True
8,29.0823395707,1951,8,30,18,1951-08-30 18:00:00,17.8,129.4,True
8,46.0541822594,1951,8,31,0,1951-08-31 00:00:00,17.8,128.0,True
8,63.9456737527,1951,8,31,6,1951-08-31 06:00:00,17.6,126.7,True
8,63.9456737527,1951,8,31,12,1951-08-31 12:00:00,17.5,125.3,True
8,59.3975444759,1951,8,31,18,1951-08-31 18:00:00,17.7,123.9,True
8,54.89790308,1951,9,1,0,1951-09-01 00:00:00,18.0,122.5,True
8,59.3975444759,1951,9,1,6,1951-09-01 06:00:00,18.5,120.9,True
9,29.0823395707,1951,9,16,0,1951-09-16 00:00:00,14.0,130.8,True
9,33.2254405055,1951,9,16,6,1951-09-16 06:00:00,14.0,130.0,True
9,37.4383549956,1951,9,16,12,1951-09-16 12:00:00,14.2,128.9,True
9,37.4383549956,1951,9,16,18,1951-09-16 18:00:00,14.9,128.1,True
9,41.7160219465,1951,9,17,0,1951-09-17 00:00:00,15.4,127.4,True
9,59.3975444759,1951,9,17,6,1951-09-17 06:00:00,15.5,126.6,True
9,59.3975444759,1951,9,17,12,1951-09-17 12:00:00,15.8,125.8,True
9,59.3975444759,1951,9,17,18,1951-09-17 18:00:00,16.5,125.1,True
9,63.9456737527,1951,9,18,0,1951-09-18 00:00:00,17.4,124.6,True
9,68.5401107021,1951,9,18,6,1951-09-18 06:00:00,18.4,123.7,True
9,68.5401107021,1951,9,18,12,1951-09-18 12:00:00,19.2,122.7,True
9,68.5401107021,1951,9,18,18,1951-09-18 18:00:00,19.5,121.4,True
9,68.5401107021,1951,9,19,0,1951-09-19 00:00:00,19.5,120.0,True
10,17.1413263459,1951,9,24,0,1951-09-24 00:00:00,17.8,122.9,True
10,21.0315923059,1951,9,24,6,1951-09-24 06:00:00,18.3,121.6,True
10,21.0315923059,1951,9,24,12,1951-09-24 12:00:00,18.9,120.1,True
10,33.2254405055,1951,9,26,12,1951-09-26 12:00:00,23.9,120.6,True
10,25.015184859,1951,9,26,18,1951-09-26 18:00:00,24.3,121.4,True
11,33.2254405055,1951,10,9,0,1951-10-09 00:00:00,14.2,139.6,True
11,46.0541822594,1951,10,9,6,1951-10-09 06:00:00,15.0,138.7,True
11,59.3975444759,1951,10,9,12,1951-10-09 12:00:00,15.6,137.8,True
11,63.9456737527,1951,10,9,18,1951-10-09 18:00:00,16.0,136.7,True
11,68.5401107021,1951,10,10,0,1951-10-10 00:00:00,16.3,135.6,True
11,82.5825974371,1951,10,10,6,1951-10-10 06:00:00,16.4,134.4,True
11,82.5825974371,1951,10,10,12,1951-10-10 12:00:00,16.9,133.3,True
11,82.5825974371,1951,10,10,18,1951-10-10 18:00:00,17.7,132.5,True
11,87.3444319893,1951,10,11,0,1951-10-11 00:00:00,18.3,131.6,True
11,87.3444319893,1951,10,11,6,1951-10-11 06:00:00,18.8,130.5,True
11,92.1444164786,1951,10,11,12,1951-10-11 12:00:00,19.0,129.4,True
11,92.1444164786,1951,10,11,18,1951-10-11 18:00:00,19.4,128.7,True
11,96.9813072346,1951,10,12,0,1951-10-12 00:00:00,19.6,127.9,True
11,101.853953839,1951,10,12,6,1951-10-12 06:00:00,20.0,127.2,True
11,96.9813072346,1951,10,12,12,1951-10-12 12:00:00,20.7,126.4,True
11,92.1444164786,1951,10,12,18,1951-10-12 18:00:00,21.5,126.0,True
11,92.1444164786,1951,10,13,0,1951-10-13 00:00:00,22.6,126.0,True
11,87.3444319893,1951,10,13,6,1951-10-13 06:00:00,23.6,126.1,True
11,82.5825974371,1951,10,13,12,1951-10-13 12:00:00,24.5,126.3,True
11,73.1788969782,1951,10,13,18,1951-10-13 18:00:00,26.1,126.8,True
11,63.9456737527,1951,10,14,0,1951-10-14 00:00:00,27.8,127.5,True
11,59.3975444759,1951,10,14,6,1951-10-14 06:00:00,29.7,128.8,True
13,73.1788969782,1951,10,27,6,1951-10-27 06:00:00,14.4,149.1,True
13,73.1788969782,1951,10,27,12,1951-10-27 12:00:00,14.9,147.3,True
13,73.1788969782,1951,10,27,18,1951-10-27 18:00:00,15.7,145.0,True
13,73.1788969782,1951,10,28,0,1951-10-28 00:00:00,16.5,143.2,True
13,82.5825974371,1951,10,28,6,1951-10-28 06:00:00,17.4,141.1,True
13,92.1444164786,1951,10,28,12,1951-10-28 12:00:00,18.5,139.8,True
13,101.853953839,1951,10,28,18,1951-10-28 18:00:00,20.0,138.0,True
13,106.761288509,1951,10,29,0,1951-10-29 00:00:00,21.5,137.0,True
13,106.761288509,1951,10,29,6,1951-10-29 06:00:00,23.2,136.4,True
13,101.853953839,1951,10,29,12,1951-10-29 12:00:00,25.2,136.8,True
13,101.853953839,1951,10,29,18,1951-10-29 18:00:00,27.0,137.8,True
13,101.853953839,1951,10,30,0,1951-10-30 00:00:00,28.3,138.9,True
17,50.4491943148,1951,12,12,18,1951-12-12 18:00:00,13.3,131.7,True
17,54.89790308,1951,12,13,0,1951-12-13 00:00:00,13.8,131.4,True
17,59.3975444759,1951,12,13,6,1951-12-13 06:00:00,14.4,131.0,True
17,59.3975444759,1951,12,13,12,1951-12-13 12:00:00,15.1,130.7,True
17,59.3975444759,1951,12,13,18,1951-12-13 18:00:00,16.1,130.8,True
17,59.3975444759,1951,12,14,0,1951-12-14 00:00:00,17.0,131.4,True
17,59.3975444759,1951,12,14,6,1951-12-14 06:00:00,17.8,132.2,True
17,63.9456737527,1951,12,14,12,1951-12-14 12:00:00,18.1,133.7,True
17,73.1788969782,1951,12,14,18,1951-12-14 18:00:00,18.3,135.0,True
17,82.5825974371,1951,12,15,0,1951-12-15 00:00:00,18.8,135.9,True
17,82.5825974371,1951,12,15,6,1951-12-15 06:00:00,19.8,139.2,True
17,73.1788969782,1951,12,15,12,1951-12-15 12:00:00,21.2,145.3,True
23,21.0315923059,1952,7,26,0,1952-07-26 00:00:00,14.9,127.5,True
23,21.0315923059,1952,7,26,6,1952-07-26 06:00:00,15.2,127.2,True
23,25.015184859,1952,7,26,12,1952-07-26 12:00:00,15.6,126.9,True
23,25.015184859,1952,7,26,18,1952-07-26 18:00:00,16.0,126.5,True
23,29.0823395707,1952,7,27,0,1952-07-27 00:00:00,16.2,126.1,True
23,37.4383549956,1952,7,27,6,1952-07-27 06:00:00,16.6,125.6,True
23,46.0541822594,1952,7,27,12,1952-07-27 12:00:00,16.9,125.0,True
23,46.0541822594,1952,7,27,18,1952-07-27 18:00:00,17.1,124.6,True
23,50.4491943148,1952,7,28,0,1952-07-28 00:00:00,17.4,124.2,True
23,50.4491943148,1952,7,28,6,1952-07-28 06:00:00,18.7,123.2,True
23,54.89790308,1952,7,28,12,1952-07-28 12:00:00,19.5,122.2,True
23,63.9456737527,1952,7,28,18,1952-07-28 18:00:00,19.9,120.9,True
25,17.1413263459,1952,8,10,12,1952-08-10 12:00:00,13.7,134.7,True
25,21.0315923059,1952,8,10,18,1952-08-10 18:00:00,14.0,133.9,True
25,21.0315923059,1952,8,11,0,1952-08-11 00:00:00,14.2,133.2,True
25,21.0315923059,1952,8,11,6,1952-08-11 06:00:00,14.3,132.3,True
25,25.015184859,1952,8,11,12,1952-08-11 12:00:00,14.5,131.5,True
25,25.015184859,1952,8,11,18,1952-08-11 18:00:00,14.7,130.5,True
25,29.0823395707,1952,8,12,0,1952-08-12 00:00:00,15.3,129.8,True
25,33.2254405055,1952,8,12,6,1952-08-12 06:00:00,15.8,129.5,True
25,37.4383549956,1952,8,12,12,1952-08-12 12:00:00,16.2,129.3,True
25,46.0541822594,1952,8,12,18,1952-08-12 18:00:00,16.8,129.2,True
25,50.4491943148,1952,8,13,0,1952-08-13 00:00:00,17.2,129.2,True
25,54.89790308,1952,8,13,6,1952-08-13 06:00:00,18.1,129.1,True
25,54.89790308,1952,8,13,12,1952-08-13 12:00:00,19.1,129.1,True
25,54.89790308,1952,8,13,18,1952-08-13 18:00:00,20.0,129.2,True
25,54.89790308,1952,8,14,0,1952-08-14 00:00:00,20.9,129.2,True
25,54.89790308,1952,8,14,6,1952-08-14 06:00:00,22.0,128.9,True
25,54.89790308,1952,8,14,12,1952-08-14 12:00:00,23.0,128.5,True
25,54.89790308,1952,8,14,18,1952-08-14 18:00:00,24.0,128.0,True
25,54.89790308,1952,8,15,0,1952-08-15 00:00:00,24.9,127.5,True
25,54.89790308,1952,8,15,6,1952-08-15 06:00:00,25.4,127.3,True
25,59.3975444759,1952,8,15,12,1952-08-15 12:00:00,26.0,127.0,True
25,63.9456737527,1952,8,15,18,1952-08-15 18:00:00,26.5,126.7,True
25,63.9456737527,1952,8,16,0,1952-08-16 00:00:00,27.0,126.5,True
25,68.5401107021,1952,8,16,6,1952-08-16 06:00:00,27.9,126.1,True
25,68.5401107021,1952,8,16,12,1952-08-16 12:00:00,28.7,125.8,True
25,63.9456737527,1952,8,16,18,1952-08-16 18:00:00,29.6,125.5,True
35,87.3444319893,1952,10,21,6,1952-10-21 06:00:00,13.0,126.0,True
35,82.5825974371,1952,10,21,12,1952-10-21 12:00:00,13.4,125.1,True
35,82.5825974371,1952,10,21,18,1952-10-21 18:00:00,13.6,124.3,True
35,82.5825974371,1952,10,22,0,1952-10-22 00:00:00,13.8,123.2,True
35,82.5825974371,1952,10,22,6,1952-10-22 06:00:00,13.7,122.5,True
35,87.3444319893,1952,10,22,12,1952-10-22 12:00:00,13.5,121.5,True
35,92.1444164786,1952,10,22,18,1952-10-22 18:00:00,13.4,120.4,True
38,21.0315923059,1952,10,30,0,1952-10-30 00:00:00,13.0,145.3,True
38,25.015184859,1952,10,30,6,1952-10-30 06:00:00,13.8,144.6,True
38,25.015184859,1952,10,30,12,1952-10-30 12:00:00,14.3,143.8,True
38,25.015184859,1952,10,30,18,1952-10-30 18:00:00,14.9,143.0,True
38,29.0823395707,1952,10,31,0,1952-10-31 00:00:00,15.2,142.1,True
38,37.4383549956,1952,10,31,6,1952-10-31 06:00:00,15.6,141.2,True
38,50.4491943148,1952,10,31,12,1952-10-31 12:00:00,16.0,140.3,True
38,59.3975444759,1952,10,31,18,1952-10-31 18:00:00,16.4,139.3,True
38,68.5401107021,1952,11,1,0,1952-11-01 00:00:00,16.8,138.4,True
38,73.1788969782,1952,11,1,6,1952-11-01 06:00:00,17.5,137.5,True
38,82.5825974371,1952,11,1,12,1952-11-01 12:00:00,18.0,136.8,True
38,87.3444319893,1952,11,1,18,1952-11-01 18:00:00,18.9,136.7,True
38,92.1444164786,1952,11,2,0,1952-11-02 00:00:00,18.4,136.5,True
38,101.853953839,1952,11,2,6,1952-11-02 06:00:00,18.6,135.6,True
38,111.702317073,1952,11,2,12,1952-11-02 12:00:00,19.4,135.0,True
38,121.681801927,1952,11,2,18,1952-11-02 18:00:00,20.0,134.8,True
38,126.718573522,1952,11,3,0,1952-11-03 00:00:00,20.8,133.4,True
38,131.785658818,1952,11,3,6,1952-11-03 06:00:00,21.8,132.8,True
38,131.785658818,1952,11,3,12,1952-11-03 12:00:00,22.3,131.8,True
38,131.785658818,1952,11,3,18,1952-11-03 18:00:00,22.9,129.7,True
38,121.681801927,1952,11,4,0,1952-11-04 00:00:00,23.6,128.8,True
38,121.681801927,1952,11,4,6,1952-11-04 06:00:00,24.6,128.7,True
38,111.702317073,1952,11,4,12,1952-11-04 12:00:00,25.3,129.1,True
38,111.702317073,1952,11,4,18,1952-11-04 18:00:00,25.7,129.8,True
38,101.853953839,1952,11,5,0,1952-11-05 00:00:00,26.2,130.3,True
38,92.1444164786,1952,11,5,6,1952-11-05 06:00:00,27.6,132.4,True
38,82.5825974371,1952,11,5,12,1952-11-05 12:00:00,29.1,134.7,True
39,21.0315923059,1952,11,9,0,1952-11-09 00:00:00,14.0,145.3,True
39,25.015184859,1952,11,9,6,1952-11-09 06:00:00,14.5,144.0,True
39,29.0823395707,1952,11,9,12,1952-11-09 12:00:00,15.0,142.7,True
39,33.2254405055,1952,11,9,18,1952-11-09 18:00:00,15.6,140.9,True
39,37.4383549956,1952,11,10,0,1952-11-10 00:00:00,16.1,138.8,True
39,41.7160219465,1952,11,10,6,1952-11-10 06:00:00,16.2,137.2,True
39,46.0541822594,1952,11,10,12,1952-11-10 12:00:00,16.1,135.7,True
39,50.4491943148,1952,11,10,18,1952-11-10 18:00:00,16.0,134.0,True
39,54.89790308,1952,11,11,0,1952-11-11 00:00:00,16.0,132.3,True
39,59.3975444759,1952,11,11,6,1952-11-11 06:00:00,16.2,130.4,True
39,63.9456737527,1952,11,11,12,1952-11-11 12:00:00,16.2,128.8,True
39,63.9456737527,1952,11,11,18,1952-11-11 18:00:00,16.0,127.3,True
39,68.5401107021,1952,11,12,0,1952-11-12 00:00:00,16.3,125.8,True
39,68.5401107021,1952,11,12,6,1952-11-12 06:00:00,17.1,124.5,True
39,73.1788969782,1952,11,12,12,1952-11-12 12:00:00,18.2,123.7,True
39,73.1788969782,1952,11,12,18,1952-11-12 18:00:00,19.3,123.0,True
39,77.8602623192,1952,11,13,0,1952-11-13 00:00:00,20.1,122.0,True
39,82.5825974371,1952,11,13,6,1952-11-13 06:00:00,20.8,121.1,True
39,82.5825974371,1952,11,13,12,1952-11-13 12:00:00,21.5,120.2,True
39,73.1788969782,1952,11,14,0,1952-11-14 00:00:00,25.0,120.2,True
39,68.5401107021,1952,11,14,6,1952-11-14 06:00:00,26.1,121.8,True
39,63.9456737527,1952,11,14,12,1952-11-14 12:00:00,27.0,123.1,True
39,59.3975444759,1952,11,14,18,1952-11-14 18:00:00,27.7,124.6,True
39,54.89790308,1952,11,15,0,1952-11-15 00:00:00,28.1,126.3,True
39,41.7160219465,1952,11,15,6,1952-11-15 06:00:00,28.7,127.9,True
39,29.0823395707,1952,11,15,12,1952-11-15 12:00:00,29.2,129.7,True
39,29.0823395707,1952,11,15,18,1952-11-15 18:00:00,29.5,133.0,True
39,25.015184859,1952,11,16,0,1952-11-16 00:00:00,29.8,134.0,True
39,21.0315923059,1952,11,16,6,1952-11-16 06:00:00,29.2,136.0,True
39,17.1413263459,1952,11,16,12,1952-11-16 12:00:00,29.0,137.0,True
40,29.0823395707,1952,11,16,12,1952-11-16 12:00:00,13.1,139.8,True
40,37.4383549956,1952,11,16,18,1952-11-16 18:00:00,13.9,138.1,True
40,46.0541822594,1952,11,17,0,1952-11-17 00:00:00,14.6,136.1,True
40,54.89790308,1952,11,17,6,1952-11-17 06:00:00,14.7,134.7,True
40,63.9456737527,1952,11,17,12,1952-11-17 12:00:00,14.9,132.8,True
40,73.1788969782,1952,11,17,18,1952-11-17 18:00:00,15.5,131.5,True
40,77.8602623192,1952,11,18,0,1952-11-18 00:00:00,16.8,129.8,True
40,87.3444319893,1952,11,18,6,1952-11-18 06:00:00,17.1,128.3,True
40,92.1444164786,1952,11,18,12,1952-11-18 12:00:00,17.4,127.2,True
40,92.1444164786,1952,11,18,18,1952-11-18 18:00:00,18.8,126.7,True
40,92.1444164786,1952,11,19,0,1952-11-19 00:00:00,19.7,126.9,True
40,92.1444164786,1952,11,19,6,1952-11-19 06:00:00,20.3,127.1,True
40,82.5825974371,1952,11,19,12,1952-11-19 12:00:00,21.2,127.3,True
40,73.1788969782,1952,11,19,18,1952-11-19 18:00:00,21.8,127.4,True
40,63.9456737527,1952,11,20,0,1952-11-20 00:00:00,22.6,127.5,True
40,50.4491943148,1952,11,20,6,1952-11-20 06:00:00,23.7,127.6,True
40,41.7160219465,1952,11,20,12,1952-11-20 12:00:00,24.7,128.0,True
40,41.7160219465,1952,11,20,18,1952-11-20 18:00:00,25.6,129.4,True
40,41.7160219465,1952,11,21,0,1952-11-21 00:00:00,26.7,130.9,True
40,37.4383549956,1952,11,21,6,1952-11-21 06:00:00,27.3,132.1,True
40,37.4383549956,1952,11,21,12,1952-11-21 12:00:00,27.7,133.9,True
40,33.2254405055,1952,11,21,18,1952-11-21 18:00:00,28.6,136.7,True
40,25.015184859,1952,11,22,0,1952-11-22 00:00:00,28.9,139.3,True
40,21.0315923059,1952,11,22,6,1952-11-22 06:00:00,29.0,142.0,True
41,37.4383549956,1952,11,22,18,1952-11-22 18:00:00,13.4,128.9,True
41,46.0541822594,1952,11,23,0,1952-11-23 00:00:00,14.0,127.8,True
41,59.3975444759,1952,11,23,6,1952-11-23 06:00:00,14.1,126.6,True
41,73.1788969782,1952,11,23,12,1952-11-23 12:00:00,14.0,125.8,True
41,82.5825974371,1952,11,23,18,1952-11-23 18:00:00,14.0,124.8,True
41,82.5825974371,1952,11,24,0,1952-11-24 00:00:00,14.4,124.0,True
41,82.5825974371,1952,11,24,6,1952-11-24 06:00:00,15.3,124.0,True
41,73.1788969782,1952,11,24,12,1952-11-24 12:00:00,16.0,123.5,True
41,73.1788969782,1952,11,24,18,1952-11-24 18:00:00,16.5,122.9,True
41,82.5825974371,1952,11,25,0,1952-11-25 00:00:00,17.1,122.2,True
41,106.761288509,1952,11,25,6,1952-11-25 06:00:00,17.9,121.7,True
41,131.785658818,1952,11,25,12,1952-11-25 12:00:00,18.2,121.2,True
41,131.785658818,1952,11,25,18,1952-11-25 18:00:00,19.1,120.9,True
41,111.702317073,1952,11,26,0,1952-11-26 00:00:00,19.9,120.5,True
41,92.1444164786,1952,11,26,6,1952-11-26 06:00:00,20.5,120.0,True
45,142.007917926,1952,12,31,18,1952-12-31 18:00:00,13.2,139.0,True
45,142.007917926,1953,1,1,0,1953-01-01 00:00:00,13.8,138.1,True
45,131.785658818,1953,1,1,6,1953-01-01 06:00:00,14.2,137.2,True
45,131.785658818,1953,1,1,12,1953-01-01 12:00:00,15.0,136.3,True
45,121.681801927,1953,1,1,18,1953-01-01 18:00:00,15.5,135.4,True
45,111.702317073,1953,1,2,0,1953-01-02 00:00:00,16.3,135.3,True
45,101.853953839,1953,1,2,6,1953-01-02 06:00:00,17.2,134.5,True
45,96.9813072346,1953,1,2,12,1953-01-02 12:00:00,18.2,134.3,True
45,87.3444319893,1953,1,2,18,1953-01-02 18:00:00,19.4,134.7,True
45,77.8602623192,1953,1,3,0,1953-01-03 00:00:00,20.5,136.0,True
45,73.1788969782,1953,1,3,6,1953-01-03 06:00:00,21.5,138.0,True
45,63.9456737527,1953,1,3,12,1953-01-03 12:00:00,22.2,140.8,True
45,54.89790308,1953,1,3,18,1953-01-03 18:00:00,22.8,143.5,True
45,41.7160219465,1953,1,4,0,1953-01-04 00:00:00,23.0,146.5,True
45,33.2254405055,1953,1,4,6,1953-01-04 06:00:00,23.2,149.7,True
46,59.3975444759,1953,2,22,6,1953-02-22 06:00:00,13.3,142.3,True
46,59.3975444759,1953,2,22,12,1953-02-22 12:00:00,13.8,141.3,True
46,59.3975444759,1953,2,22,18,1953-02-22 18:00:00,14.0,140.5,True
46,82.5825974371,1953,2,23,0,1953-02-23 00:00:00,14.0,139.6,True
46,50.4491943148,1953,2,23,6,1953-02-23 06:00:00,14.1,138.3,True
46,50.4491943148,1953,2,23,12,1953-02-23 12:00:00,14.2,137.1,True
46,50.4491943148,1953,2,23,18,1953-02-23 18:00:00,13.9,136.0,True
46,50.4491943148,1953,2,24,0,1953-02-24 00:00:00,13.7,134.9,True
46,50.4491943148,1953,2,24,6,1953-02-24 06:00:00,13.7,133.4,True
46,50.4491943148,1953,2,24,12,1953-02-24 12:00:00,13.9,131.9,True
46,29.0823395707,1953,2,24,18,1953-02-24 18:00:00,13.9,130.2,True
46,29.0823395707,1953,2,25,0,1953-02-25 00:00:00,13.8,128.8,True
46,17.1413263459,1953,2,25,6,1953-02-25 06:00:00,13.6,127.2,True
46,17.1413263459,1953,2,25,12,1953-02-25 12:00:00,13.6,125.6,True
47,82.5825974371,1953,6,2,6,1953-06-02 06:00:00,13.1,126.9,True
47,82.5825974371,1953,6,2,12,1953-06-02 12:00:00,13.9,126.1,True
47,82.5825974371,1953,6,2,18,1953-06-02 18:00:00,14.3,125.7,True
47,101.853953839,1953,6,3,0,1953-06-03 00:00:00,14.9,125.1,True
47,101.853953839,1953,6,3,6,1953-06-03 06:00:00,15.5,124.5,True
47,101.853953839,1953,6,3,12,1953-06-03 12:00:00,15.1,123.9,True
47,101.853953839,1953,6,3,18,1953-06-03 18:00:00,16.8,123.0,True
47,46.0541822594,1953,6,4,0,1953-06-04 00:00:00,17.2,122.1,True
47,46.0541822594,1953,6,4,6,1953-06-04 06:00:00,17.9,121.6,True
47,37.4383549956,1953,6,4,12,1953-06-04 12:00:00,18.7,120.8,True
47,29.0823395707,1953,6,4,18,1953-06-04 18:00:00,19.8,120.4,True
47,29.0823395707,1953,6,5,0,1953-06-05 00:00:00,20.9,120.7,True
