CycNo,VMAX,YEAR,MONTH,DAY,HOUR,TIME,LAT,LON,REGION
92,77.8602623192,1955,7,10,0,1955-07-10 00:00:00,18.0,133.4,True
92,92.1444164786,1955,7,10,6,1955-07-10 06:00:00,19.0,132.8,True
92,92.1444164786,1955,7,10,12,1955-07-10 12:00:00,19.5,131.8,True
92,92.1444164786,1955,7,10,18,1955-07-10 18:00:00,19.9,130.7,True
92,101.853953839,1955,7,11,0,1955-07-11 00:00:00,21.0,130.0,True
92,101.853953839,1955,7,11,6,1955-07-11 06:00:00,21.5,128.9,True
92,101.853953839,1955,7,11,12,1955-07-11 12:00:00,22.2,127.9,True
92,101.853953839,1955,7,11,18,1955-07-11 18:00:00,23.0,127.0,True
92,101.853953839,1955,7,12,0,1955-07-12 00:00:00,23.4,125.7,True
92,101.853953839,1955,7,12,6,1955-07-12 06:00:00,24.2,124.8,True
92,101.853953839,1955,7,12,12,1955-07-12 12:00:00,24.8,124.7,True
92,106.761288509,1955,7,12,18,1955-07-12 18:00:00,25.4,124.9,True
92,106.761288509,1955,7,13,0,1955-07-13 00:00:00,25.8,125.1,True
92,82.5825974371,1955,7,13,6,1955-07-13 06:00:00,26.2,125.0,True
92,63.9456737527,1955,7,13,12,1955-07-13 12:00:00,26.7,124.9,True
92,59.3975444759,1955,7,13,18,1955-07-13 18:00:00,27.2,125.0,True
92,54.89790308,1955,7,14,0,1955-07-14 00:00:00,27.8,125.1,True
92,54.89790308,1955,7,14,6,1955-07-14 06:00:00,28.3,125.0,True
92,54.89790308,1955,7,14,12,1955-07-14 12:00:00,28.7,124.8,True
92,54.89790308,1955,7,14,18,1955-07-14 18:00:00,29.1,124.9,True
92,54.89790308,1955,7,15,0,1955-07-15 00:00:00,29.8,125.0,True
95,17.1413263459,1955,7,18,0,1955-07-18 00:00:00,20.0,130.6,True
95,37.4383549956,1955,7,18,6,1955-07-18 06:00:00,20.3,131.4,True
95,37.4383549956,1955,7,18,12,1955-07-18 12:00:00,20.7,132.4,True
95,37.4383549956,1955,7,18,18,1955-07-18 18:00:00,21.2,133.3,True
95,37.4383549956,1955,7,19,0,1955-07-19 00:00:00,21.9,134.2,True
95,68.5401107021,1955,7,19,6,1955-07-19 06:00:00,22.6,135.0,True
95,101.853953839,1955,7,19,12,1955-07-19 12:00:00,24.4,136.3,True
95,101.853953839,1955,7,19,18,1955-07-19 18:00:00,26.3,137.6,True
95,73.1788969782,1955,7,20,0,1955-07-20 00:00:00,28.5,138.6,True
97,46.0541822594,1955,7,24,12,1955-07-24 12:00:00,14.5,149.5,True
97,54.89790308,1955,7,24,18,1955-07-24 18:00:00,15.7,149.0,True
97,73.1788969782,1955,7,25,0,1955-07-25 00:00:00,16.5,148.0,True
97,82.5825974371,1955,7,25,6,1955-07-25 06:00:00,17.9,147.2,True
97,92.1444164786,1955,7,25,12,1955-07-25 12:00:00,19.1,146.2,True
97,101.853953839,1955,7,25,18,1955-07-25 18:00:00,20.4,145.3,True
97,92.1444164786,1955,7,26,0,1955-07-26 00:00:00,21.2,143.9,True
97,82.5825974371,1955,7,26,6,1955-07-26 06:00:00,21.9,142.3,True
97,73.1788969782,1955,7,26,12,1955-07-26 12:00:00,22.6,141.0,True
97,68.5401107021,1955,7,26,18,1955-07-26 18:00:00,23.6,139.6,True
97,59.3975444759,1955,7,27,0,1955-07-27 00:00:00,24.5,138.2,True
97,59.3975444759,1955,7,27,6,1955-07-27 06:00:00,25.3,137.0,True
97,46.0541822594,1955,7,27,12,1955-07-27 12:00:00,26.1,135.9,True
97,37.4383549956,1955,7,27,18,1955-07-27 18:00:00,26.8,135.0,True
97,37.4383549956,1955,7,28,0,1955-07-28 00:00:00,27.5,133.9,True
97,37.4383549956,1955,7,28,6,1955-07-28 06:00:00,28.0,132.9,True
97,33.2254405055,1955,7,28,12,1955-07-28 12:00:00,28.7,131.9,True
97,29.0823395707,1955,7,28,18,1955-07-28 18:00:00,29.3,130.8,True
97,29.0823395707,1955,7,29,0,1955-07-29 00:00:00,30.0,129.7,True
101,25.015184859,1955,9,19,0,1955-09-19 00:00:00,13.2,139.1,True
101,25.015184859,1955,9,19,6,1955-09-19 06:00:00,13.9,137.9,True
101,25.015184859,1955,9,19,12,1955-09-19 12:00:00,14.4,136.7,True
101,25.015184859,1955,9,19,18,1955-09-19 18:00:00,15.0,135.5,True
101,37.4383549956,1955,9,20,0,1955-09-20 00:00:00,15.3,133.7,True
101,37.4383549956,1955,9,20,6,1955-09-20 06:00:00,15.6,132.8,True
101,46.0541822594,1955,9,20,12,1955-09-20 12:00:00,15.7,131.9,True
101,50.4491943148,1955,9,20,18,1955-09-20 18:00:00,15.8,131.0,True
101,50.4491943148,1955,9,21,0,1955-09-21 00:00:00,16.1,130.2,True
101,63.9456737527,1955,9,21,6,1955-09-21 06:00:00,16.3,129.2,True
101,73.1788969782,1955,9,21,12,1955-09-21 12:00:00,16.5,128.3,True
101,73.1788969782,1955,9,21,18,1955-09-21 18:00:00,16.7,127.3,True
101,92.1444164786,1955,9,22,0,1955-09-22 00:00:00,16.8,126.6,True
101,101.853953839,1955,9,22,6,1955-09-22 06:00:00,16.8,125.8,True
101,101.853953839,1955,9,22,12,1955-09-22 12:00:00,16.8,124.9,True
101,111.702317073,1955,9,22,18,1955-09-22 18:00:00,17.2,124.2,True
101,111.702317073,1955,9,23,0,1955-09-23 00:00:00,17.5,123.5,True
101,96.9813072346,1955,9,23,6,1955-09-23 06:00:00,17.8,122.1,True
101,82.5825974371,1955,9,23,12,1955-09-23 12:00:00,17.8,120.8,True
102,41.7160219465,1955,9,21,6,1955-09-21 06:00:00,14.6,146.2,True
102,41.7160219465,1955,9,21,12,1955-09-21 12:00:00,15.0,146.2,True
102,41.7160219465,1955,9,21,18,1955-09-21 18:00:00,15.5,146.2,True
102,46.0541822594,1955,9,22,0,1955-09-22 00:00:00,15.9,146.3,True
102,50.4491943148,1955,9,22,6,1955-09-22 06:00:00,16.3,146.3,True
102,50.4491943148,1955,9,22,12,1955-09-22 12:00:00,16.6,146.4,True
102,50.4491943148,1955,9,22,18,1955-09-22 18:00:00,17.2,146.4,True
102,54.89790308,1955,9,23,0,1955-09-23 00:00:00,17.7,146.3,True
102,59.3975444759,1955,9,23,6,1955-09-23 06:00:00,18.4,145.9,True
102,59.3975444759,1955,9,23,12,1955-09-23 12:00:00,19.3,145.6,True
102,59.3975444759,1955,9,23,18,1955-09-23 18:00:00,20.3,145.1,True
102,73.1788969782,1955,9,24,0,1955-09-24 00:00:00,21.2,144.8,True
102,87.3444319893,1955,9,24,6,1955-09-24 06:00:00,22.1,144.2,True
102,101.853953839,1955,9,24,12,1955-09-24 12:00:00,22.9,143.8,True
102,101.853953839,1955,9,24,18,1955-09-24 18:00:00,23.6,143.0,True
102,121.681801927,1955,9,25,0,1955-09-25 00:00:00,24.2,142.1,True
102,121.681801927,1955,9,25,6,1955-09-25 06:00:00,24.7,141.2,True
102,131.785658818,1955,9,25,12,1955-09-25 12:00:00,24.9,140.0,True
102,131.785658818,1955,9,25,18,1955-09-25 18:00:00,25.0,139.0,True
102,121.681801927,1955,9,26,0,1955-09-26 00:00:00,25.2,138.1,True
102,111.702317073,1955,9,26,6,1955-09-26 06:00:00,25.5,137.2,True
102,111.702317073,1955,9,26,12,1955-09-26 12:00:00,25.8,136.2,True
102,111.702317073,1955,9,26,18,1955-09-26 18:00:00,26.2,135.2,True
102,82.5825974371,1955,9,27,0,1955-09-27 00:00:00,26.5,134.4,True
102,82.5825974371,1955,9,27,6,1955-09-27 06:00:00,26.1,134.7,True
102,82.5825974371,1955,9,27,12,1955-09-27 12:00:00,26.7,134.2,True
102,82.5825974371,1955,9,27,18,1955-09-27 18:00:00,27.2,133.2,True
102,82.5825974371,1955,9,28,0,1955-09-28 00:00:00,27.3,132.5,True
102,82.5825974371,1955,9,28,6,1955-09-28 06:00:00,27.6,131.6,True
102,82.5825974371,1955,9,28,12,1955-09-28 12:00:00,28.2,130.9,True
102,82.5825974371,1955,9,28,18,1955-09-28 18:00:00,28.7,130.6,True
102,82.5825974371,1955,9,29,0,1955-09-29 00:00:00,29.5,130.4,True
103,41.7160219465,1955,9,27,18,1955-09-27 18:00:00,13.8,143.8,True
103,41.7160219465,1955,9,28,0,1955-09-28 00:00:00,14.3,143.2,True
103,41.7160219465,1955,9,28,6,1955-09-28 06:00:00,14.7,142.5,True
103,41.7160219465,1955,9,28,12,1955-09-28 12:00:00,14.8,141.7,True
103,41.7160219465,1955,9,28,18,1955-09-28 18:00:00,14.9,140.8,True
103,41.7160219465,1955,9,29,0,1955-09-29 00:00:00,15.2,140.0,True
103,46.0541822594,1955,9,29,6,1955-09-29 06:00:00,15.8,139.8,True
103,54.89790308,1955,9,29,12,1955-09-29 12:00:00,16.8,139.8,True
103,54.89790308,1955,9,29,18,1955-09-29 18:00:00,17.6,139.9,True
103,68.5401107021,1955,9,30,0,1955-09-30 00:00:00,18.4,139.9,True
103,82.5825974371,1955,9,30,6,1955-09-30 06:00:00,19.2,139.5,True
103,82.5825974371,1955,9,30,12,1955-09-30 12:00:00,19.9,138.5,True
103,82.5825974371,1955,9,30,18,1955-09-30 18:00:00,20.7,138.4,True
103,82.5825974371,1955,10,1,0,1955-10-01 00:00:00,21.6,137.8,True
103,82.5825974371,1955,10,1,6,1955-10-01 06:00:00,22.1,137.1,True
103,77.8602623192,1955,10,1,12,1955-10-01 12:00:00,23.2,136.2,True
103,77.8602623192,1955,10,1,18,1955-10-01 18:00:00,24.5,135.8,True
103,77.8602623192,1955,10,2,0,1955-10-02 00:00:00,25.8,135.3,True
103,77.8602623192,1955,10,2,6,1955-10-02 06:00:00,27.0,134.9,True
103,77.8602623192,1955,10,2,12,1955-10-02 12:00:00,28.0,134.1,True
103,77.8602623192,1955,10,2,18,1955-10-02 18:00:00,28.8,133.9,True
103,77.8602623192,1955,10,3,0,1955-10-03 00:00:00,29.7,133.9,True
105,41.7160219465,1955,10,7,0,1955-10-07 00:00:00,17.5,134.3,True
105,46.0541822594,1955,10,7,6,1955-10-07 06:00:00,18.5,134.5,True
105,50.4491943148,1955,10,7,12,1955-10-07 12:00:00,19.2,134.7,True
105,54.89790308,1955,10,7,18,1955-10-07 18:00:00,19.8,135.2,True
105,54.89790308,1955,10,8,0,1955-10-08 00:00:00,20.5,135.6,True
105,54.89790308,1955,10,8,6,1955-10-08 06:00:00,21.4,135.5,True
105,54.89790308,1955,10,8,12,1955-10-08 12:00:00,22.2,135.5,True
105,59.3975444759,1955,10,8,18,1955-10-08 18:00:00,22.9,135.7,True
105,63.9456737527,1955,10,9,0,1955-10-09 00:00:00,23.8,135.9,True
105,63.9456737527,1955,10,9,6,1955-10-09 06:00:00,24.5,136.1,True
105,68.5401107021,1955,10,9,12,1955-10-09 12:00:00,25.5,136.4,True
105,73.1788969782,1955,10,9,18,1955-10-09 18:00:00,26.5,136.5,True
105,73.1788969782,1955,10,10,0,1955-10-10 00:00:00,27.3,136.3,True
105,73.1788969782,1955,10,10,6,1955-10-10 06:00:00,28.7,136.4,True
105,68.5401107021,1955,10,10,12,1955-10-10 12:00:00,29.9,136.9,True
106,17.1413263459,1955,10,15,12,1955-10-15 12:00:00,18.8,128.0,True
106,17.1413263459,1955,10,15,18,1955-10-15 18:00:00,19.0,127.8,True
106,17.1413263459,1955,10,16,0,1955-10-16 00:00:00,19.2,127.3,True
106,29.0823395707,1955,10,16,6,1955-10-16 06:00:00,19.7,126.5,True
106,29.0823395707,1955,10,16,12,1955-10-16 12:00:00,20.0,126.3,True
106,29.0823395707,1955,10,16,18,1955-10-16 18:00:00,20.4,125.9,True
106,29.0823395707,1955,10,17,0,1955-10-17 00:00:00,20.8,125.5,True
106,46.0541822594,1955,10,17,6,1955-10-17 06:00:00,21.4,125.0,True
106,50.4491943148,1955,10,17,12,1955-10-17 12:00:00,22.3,124.6,True
106,54.89790308,1955,10,17,18,1955-10-17 18:00:00,23.0,124.5,True
106,54.89790308,1955,10,18,0,1955-10-18 00:00:00,23.8,124.9,True
106,63.9456737527,1955,10,18,6,1955-10-18 06:00:00,24.0,125.5,True
106,68.5401107021,1955,10,18,12,1955-10-18 12:00:00,24.4,126.8,True
106,63.9456737527,1955,10,18,18,1955-10-18 18:00:00,25.0,127.9,True
106,59.3975444759,1955,10,19,0,1955-10-19 00:00:00,25.8,128.7,True
106,59.3975444759,1955,10,19,6,1955-10-19 06:00:00,27.1,129.2,True
106,54.89790308,1955,10,19,12,1955-10-19 12:00:00,28.4,130.5,True
108,29.0823395707,1955,11,29,12,1955-11-29 12:00:00,13.2,123.2,True
108,33.2254405055,1955,11,29,18,1955-11-29 18:00:00,14.0,123.0,True
108,37.4383549956,1955,11,30,0,1955-11-30 00:00:00,14.8,123.5,True
108,46.0541822594,1955,11,30,6,1955-11-30 06:00:00,15.7,124.2,True
108,46.0541822594,1955,11,30,12,1955-11-30 12:00:00,16.4,124.9,True
108,63.9456737527,1955,11,30,18,1955-11-30 18:00:00,17.0,125.7,True
108,77.8602623192,1955,12,1,0,1955-12-01 00:00:00,17.8,126.8,True
108,77.8602623192,1955,12,1,6,1955-12-01 06:00:00,19.0,128.8,True
108,77.8602623192,1955,12,1,12,1955-12-01 12:00:00,20.0,130.8,True
108,92.1444164786,1955,12,1,18,1955-12-01 18:00:00,21.0,132.8,True
108,111.702317073,1955,12,2,0,1955-12-02 00:00:00,22.4,134.3,True
108,92.1444164786,1955,12,2,6,1955-12-02 06:00:00,23.8,136.0,True
108,68.5401107021,1955,12,2,12,1955-12-02 12:00:00,24.8,138.0,True
108,46.0541822594,1955,12,2,18,1955-12-02 18:00:00,25.4,140.2,True
108,37.4383549956,1955,12,3,0,1955-12-03 00:00:00,25.4,142.6,True
108,21.0315923059,1955,12,3,6,1955-12-03 06:00:00,26.3,145.5,True
109,96.9813072346,1955,12,15,0,1955-12-15 00:00:00,13.3,128.7,True
109,111.702317073,1955,12,15,6,1955-12-15 06:00:00,14.7,128.7,True
109,162.786889221,1955,12,15,12,1955-12-15 12:00:00,15.6,129.2,True
109,147.161762394,1955,12,15,18,1955-12-15 18:00:00,16.5,130.0,True
109,131.785658818,1955,12,16,0,1955-12-16 00:00:00,17.6,130.8,True
109,131.785658818,1955,12,16,6,1955-12-16 06:00:00,18.9,132.3,True
109,121.681801927,1955,12,16,12,1955-12-16 12:00:00,19.9,134.2,True
109,101.853953839,1955,12,16,18,1955-12-16 18:00:00,21.0,136.8,True
109,92.1444164786,1955,12,17,0,1955-12-17 00:00:00,22.1,139.5,True
109,82.5825974371,1955,12,17,6,1955-12-17 06:00:00,23.1,142.0,True
109,63.9456737527,1955,12,17,12,1955-12-17 12:00:00,24.7,145.2,True
109,59.3975444759,1955,12,17,18,1955-12-17 18:00:00,27.2,148.7,True
110,68.5401107021,1956,3,29,18,1956-03-29 18:00:00,13.0,130.0,True
110,68.5401107021,1956,3,30,0,1956-03-30 00:00:00,13.6,128.8,True
110,68.5401107021,1956,3,30,6,1956-03-30 06:00:00,14.1,127.3,True
110,68.5401107021,1956,3,30,12,1956-03-30 12:00:00,14.6,126.1,True
110,68.5401107021,1956,3,30,18,1956-03-30 18:00:00,14.8,125.2,True
110,63.9456737527,1956,3,31,0,1956-03-31 00:00:00,15.0,124.8,True
110,63.9456737527,1956,3,31,6,1956-03-31 06:00:00,15.2,124.7,True
110,63.9456737527,1956,3,31,12,1956-03-31 12:00:00,15.3,124.7,True
110,63.9456737527,1956,3,31,18,1956-03-31 18:00:00,15.5,124.8,True
110,50.4491943148,1956,4,1,0,1956-04-01 00:00:00,15.6,124.9,True
110,50.4491943148,1956,4,1,6,1956-04-01 06:00:00,15.7,125.0,True
110,50.4491943148,1956,4,1,12,1956-04-01 12:00:00,15.8,125.6,True
110,50.4491943148,1956,4,1,18,1956-04-01 18:00:00,15.8,126.3,True
110,46.0541822594,1956,4,2,0,1956-04-02 00:00:00,15.6,127.0,True
110,46.0541822594,1956,4,2,6,1956-04-02 06:00:00,15.3,127.8,True
110,46.0541822594,1956,4,2,12,1956-04-02 12:00:00,14.9,128.7,True
110,46.0541822594,1956,4,2,18,1956-04-02 18:00:00,14.5,129.5,True
110,17.1413263459,1956,4,3,0,1956-04-03 00:00:00,13.8,130.2,True
110,17.1413263459,1956,4,3,6,1956-04-03 06:00:00,13.5,130.5,True
110,17.1413263459,1956,4,3,12,1956-04-03 12:00:00,13.0,130.9,True
112,121.681801927,1956,4,19,18,1956-04-19 18:00:00,13.1,129.2,True
112,131.785658818,1956,4,20,0,1956-04-20 00:00:00,13.5,128.6,True
112,126.718573522,1956,4,20,6,1956-04-20 06:00:00,13.9,127.5,True
112,121.681801927,1956,4,20,12,1956-04-20 12:00:00,14.5,126.5,True
112,116.676111236,1956,4,20,18,1956-04-20 18:00:00,14.8,124.9,True
112,111.702317073,1956,4,21,0,1956-04-21 00:00:00,15.2,123.7,True
112,87.3444319893,1956,4,21,6,1956-04-21 06:00:00,15.8,122.8,True
112,77.8602623192,1956,4,21,12,1956-04-21 12:00:00,16.2,121.7,True
112,63.9456737527,1956,4,21,18,1956-04-21 18:00:00,17.2,120.2,True
112,68.5401107021,1956,4,23,0,1956-04-23 00:00:00,21.2,120.2,True
112,68.5401107021,1956,4,23,6,1956-04-23 06:00:00,21.9,121.8,True
112,68.5401107021,1956,4,23,12,1956-04-23 12:00:00,22.5,123.0,True
112,68.5401107021,1956,4,23,18,1956-04-23 18:00:00,23.5,124.0,True
112,54.89790308,1956,4,24,0,1956-04-24 00:00:00,24.8,124.8,True
112,46.0541822594,1956,4,24,6,1956-04-24 06:00:00,26.0,126.1,True
112,46.0541822594,1956,4,24,12,1956-04-24 12:00:00,27.5,127.8,True
112,33.2254405055,1956,4,24,18,1956-04-24 18:00:00,28.9,129.0,True
115,25.015184859,1956,7,27,0,1956-07-27 00:00:00,20.2,144.6,True
115,33.2254405055,1956,7,27,6,1956-07-27 06:00:00,20.2,143.5,True
115,54.89790308,1956,7,27,12,1956-07-27 12:00:00,20.1,143.0,True
115,73.1788969782,1956,7,27,18,1956-07-27 18:00:00,20.1,142.0,True
115,77.8602623192,1956,7,28,0,1956-07-28 00:00:00,20.1,141.0,True
115,82.5825974371,1956,7,28,6,1956-07-28 06:00:00,20.1,140.3,True
115,92.1444164786,1956,7,28,12,1956-07-28 12:00:00,20.2,139.4,True
115,101.853953839,1956,7,28,18,1956-07-28 18:00:00,20.4,138.3,True
115,111.702317073,1956,7,29,0,1956-07-29 00:00:00,20.5,137.3,True
115,116.676111236,1956,7,29,6,1956-07-29 06:00:00,20.9,136.3,True
115,126.718573522,1956,7,29,12,1956-07-29 12:00:00,21.2,135.3,True
115,131.785658818,1956,7,29,18,1956-07-29 18:00:00,21.5,134.3,True
115,136.882334631,1956,7,30,0,1956-07-30 00:00:00,21.8,133.0,True
115,142.007917926,1956,7,30,6,1956-07-30 06:00:00,22.0,132.0,True
115,136.882334631,1956,7,30,12,1956-07-30 12:00:00,22.2,130.8,True
115,136.882334631,1956,7,30,18,1956-07-30 18:00:00,22.5,129.5,True
115,131.785658818,1956,7,31,0,1956-07-31 00:00:00,22.7,128.3,True
115,126.718573522,1956,7,31,6,1956-07-31 06:00:00,23.2,127.3,True
115,126.718573522,1956,7,31,12,1956-07-31 12:00:00,23.9,126.5,True
115,121.681801927,1956,7,31,18,1956-07-31 18:00:00,24.8,126.0,True
115,121.681801927,1956,8,1,0,1956-08-01 00:00:00,25.8,125.0,True
115,116.676111236,1956,8,1,6,1956-08-01 06:00:00,27.0,124.0,True
115,111.702317073,1956,8,1,12,1956-08-01 12:00:00,28.3,123.1,True
115,111.702317073,1956,8,1,18,1956-08-01 18:00:00,29.4,122.2,True
118,33.2254405055,1956,8,12,0,1956-08-12 00:00:00,21.0,127.1,True
118,33.2254405055,1956,8,12,6,1956-08-12 06:00:00,21.0,127.0,True
118,33.2254405055,1956,8,12,12,1956-08-12 12:00:00,21.0,127.0,True
118,33.2254405055,1956,8,12,18,1956-08-12 18:00:00,21.0,126.9,True
118,41.7160219465,1956,8,13,0,1956-08-13 00:00:00,21.1,126.9,True
118,41.7160219465,1956,8,13,6,1956-08-13 06:00:00,21.1,126.8,True
118,41.7160219465,1956,8,13,12,1956-08-13 12:00:00,21.2,126.7,True
118,41.7160219465,1956,8,13,18,1956-08-13 18:00:00,21.2,126.5,True
118,54.89790308,1956,8,14,0,1956-08-14 00:00:00,21.4,126.2,True
118,73.1788969782,1956,8,14,6,1956-08-14 06:00:00,21.8,125.7,True
118,73.1788969782,1956,8,14,12,1956-08-14 12:00:00,22.6,125.5,True
118,77.8602623192,1956,8,14,18,1956-08-14 18:00:00,23.3,126.1,True
118,82.5825974371,1956,8,15,0,1956-08-15 00:00:00,24.5,126.0,True
118,82.5825974371,1956,8,15,6,1956-08-15 06:00:00,24.8,125.8,True
118,82.5825974371,1956,8,15,12,1956-08-15 12:00:00,25.8,125.5,True
118,82.5825974371,1956,8,15,18,1956-08-15 18:00:00,27.2,126.5,True
118,77.8602623192,1956,8,16,0,1956-08-16 00:00:00,29.0,127.3,True
119,13.3574581011,1956,8,25,0,1956-08-25 00:00:00,13.5,143.0,True
119,13.3574581011,1956,8,25,6,1956-08-25 06:00:00,14.0,142.0,True
119,13.3574581011,1956,8,25,12,1956-08-25 12:00:00,14.8,141.2,True
119,13.3574581011,1956,8,25,18,1956-08-25 18:00:00,15.6,140.5,True
119,17.1413263459,1956,8,26,0,1956-08-26 00:00:00,16.5,139.5,True
119,21.0315923059,1956,8,26,6,1956-08-26 06:00:00,17.2,138.8,True
119,21.0315923059,1956,8,26,12,1956-08-26 12:00:00,18.3,137.3,True
119,37.4383549956,1956,8,26,18,1956-08-26 18:00:00,19.3,135.0,True
119,50.4491943148,1956,8,27,0,1956-08-27 00:00:00,19.6,133.0,True
119,50.4491943148,1956,8,27,6,1956-08-27 06:00:00,19.3,131.3,True
119,63.9456737527,1956,8,27,12,1956-08-27 12:00:00,19.0,130.0,True
119,73.1788969782,1956,8,27,18,1956-08-27 18:00:00,18.7,128.5,True
119,63.9456737527,1956,8,28,0,1956-08-28 00:00:00,18.5,127.0,True
119,59.3975444759,1956,8,28,6,1956-08-28 06:00:00,18.2,125.3,True
119,59.3975444759,1956,8,28,12,1956-08-28 12:00:00,18.0,123.5,True
119,50.4491943148,1956,8,28,18,1956-08-28 18:00:00,17.9,122.0,True
119,41.7160219465,1956,8,29,0,1956-08-29 00:00:00,17.8,120.7,True
120,17.1413263459,1956,8,29,0,1956-08-29 00:00:00,17.0,131.6,True
120,17.1413263459,1956,8,29,6,1956-08-29 06:00:00,17.5,130.1,True
120,17.1413263459,1956,8,29,12,1956-08-29 12:00:00,18.2,130.2,True
120,29.0823395707,1956,8,29,18,1956-08-29 18:00:00,18.7,130.8,True
120,37.4383549956,1956,8,30,0,1956-08-30 00:00:00,19.2,131.3,True
120,37.4383549956,1956,8,30,6,1956-08-30 06:00:00,19.5,132.0,True
120,37.4383549956,1956,8,30,12,1956-08-30 12:00:00,20.0,132.3,True
120,46.0541822594,1956,8,30,18,1956-08-30 18:00:00,20.3,132.0,True
120,59.3975444759,1956,8,31,0,1956-08-31 00:00:00,20.2,131.0,True
120,59.3975444759,1956,8,31,6,1956-08-31 06:00:00,20.1,129.9,True
120,59.3975444759,1956,8,31,12,1956-08-31 12:00:00,19.7,129.2,True
120,63.9456737527,1956,8,31,18,1956-08-31 18:00:00,19.5,128.8,True
120,68.5401107021,1956,9,1,0,1956-09-01 00:00:00,19.1,128.1,True
120,68.5401107021,1956,9,1,6,1956-09-01 06:00:00,19.2,127.5,True
120,68.5401107021,1956,9,1,12,1956-09-01 12:00:00,19.7,126.8,True
120,73.1788969782,1956,9,1,18,1956-09-01 18:00:00,20.3,126.3,True
120,77.8602623192,1956,9,2,0,1956-09-02 00:00:00,20.9,125.8,True
120,77.8602623192,1956,9,2,6,1956-09-02 06:00:00,21.3,124.9,True
120,77.8602623192,1956,9,2,12,1956-09-02 12:00:00,22.3,124.2,True
120,73.1788969782,1956,9,2,18,1956-09-02 18:00:00,23.3,123.1,True
120,68.5401107021,1956,9,3,0,1956-09-03 00:00:00,24.0,122.0,True
120,68.5401107021,1956,9,3,6,1956-09-03 06:00:00,24.9,121.0,True
120,63.9456737527,1956,9,3,12,1956-09-03 12:00:00,25.5,120.0,True
121,25.015184859,1956,9,1,6,1956-09-01 06:00:00,23.5,141.0,True
121,25.015184859,1956,9,1,12,1956-09-01 12:00:00,24.3,141.1,True
121,25.015184859,1956,9,1,18,1956-09-01 18:00:00,25.0,141.3,True
121,25.015184859,1956,9,2,0,1956-09-02 00:00:00,25.3,142.0,True
121,21.0315923059,1956,9,2,6,1956-09-02 06:00:00,25.2,142.5,True
121,21.0315923059,1956,9,2,12,1956-09-02 12:00:00,24.7,142.3,True
121,29.0823395707,1956,9,2,18,1956-09-02 18:00:00,24.2,142.1,True
121,33.2254405055,1956,9,3,0,1956-09-03 00:00:00,24.0,141.5,True
121,50.4491943148,1956,9,3,6,1956-09-03 06:00:00,23.1,141.0,True
121,50.4491943148,1956,9,3,12,1956-09-03 12:00:00,22.5,140.0,True
121,63.9456737527,1956,9,3,18,1956-09-03 18:00:00,21.9,139.0,True
121,63.9456737527,1956,9,4,0,1956-09-04 00:00:00,21.2,138.0,True
121,63.9456737527,1956,9,4,6,1956-09-04 06:00:00,20.5,137.2,True
121,63.9456737527,1956,9,4,12,1956-09-04 12:00:00,20.0,136.4,True
121,73.1788969782,1956,9,4,18,1956-09-04 18:00:00,19.5,135.5,True
121,82.5825974371,1956,9,5,0,1956-09-05 00:00:00,19.2,134.5,True
121,82.5825974371,1956,9,5,6,1956-09-05 06:00:00,19.0,134.0,True
121,82.5825974371,1956,9,5,12,1956-09-05 12:00:00,19.0,133.5,True
121,82.5825974371,1956,9,5,18,1956-09-05 18:00:00,19.2,133.0,True
121,92.1444164786,1956,9,6,0,1956-09-06 00:00:00,19.3,132.9,True
121,101.853953839,1956,9,6,6,1956-09-06 06:00:00,20.2,132.7,True
121,106.761288509,1956,9,6,12,1956-09-06 12:00:00,21.0,132.1,True
121,106.761288509,1956,9,6,18,1956-09-06 18:00:00,21.9,131.8,True
121,106.761288509,1956,9,7,0,1956-09-07 00:00:00,22.8,131.2,True
121,106.761288509,1956,9,7,6,1956-09-07 06:00:00,24.0,130.2,True
121,111.702317073,1956,9,7,12,1956-09-07 12:00:00,25.0,129.0,True
121,111.702317073,1956,9,7,18,1956-09-07 18:00:00,25.9,128.0,True
121,111.702317073,1956,9,8,0,1956-09-08 00:00:00,26.3,127.2,True
121,111.702317073,1956,9,8,6,1956-09-08 06:00:00,26.5,127.0,True
121,116.676111236,1956,9,8,12,1956-09-08 12:00:00,27.4,126.8,True
121,111.702317073,1956,9,8,18,1956-09-08 18:00:00,28.3,127.0,True
121,101.853953839,1956,9,9,0,1956-09-09 00:00:00,29.7,127.3,True
122,21.0315923059,1956,9,13,0,1956-09-13 00:00:00,17.7,131.3,True
122,21.0315923059,1956,9,13,6,1956-09-13 06:00:00,18.1,131.0,True
122,21.0315923059,1956,9,13,12,1956-09-13 12:00:00,18.4,130.5,True
122,21.0315923059,1956,9,13,18,1956-09-13 18:00:00,18.9,130.2,True
122,50.4491943148,1956,9,14,0,1956-09-14 00:00:00,19.6,129.2,True
122,50.4491943148,1956,9,14,6,1956-09-14 06:00:00,20.0,128.0,True
122,50.4491943148,1956,9,14,12,1956-09-14 12:00:00,20.6,127.0,True
122,50.4491943148,1956,9,14,18,1956-09-14 18:00:00,21.4,126.1,True
122,59.3975444759,1956,9,15,0,1956-09-15 00:00:00,22.3,125.3,True
122,63.9456737527,1956,9,15,6,1956-09-15 06:00:00,23.0,124.6,True
