CycNo,LAT,LON,TIME,YEAR,A_VMAX,VMAX
5468,15.699999809265135,127.79999542236328,33825.0,1951,29.063924992675314,37.43835499560519
5468,16.5,127.39999389648438,33825.25,1951,32.86003657748616,41.71602194649169
5468,17.19999885559082,127.79999542236328,33825.5,1951,36.75697043235601,46.05418225941361
5468,18.0,127.0999984741211,33825.75,1951,40.74865719140236,50.449194314841414
5468,18.799999237060547,127.0,33826.0,1951,44.829838466698966,54.897903080019375
5468,19.5,127.0,33826.25,1951,48.99590745984559,59.39754447590735
5468,21.100000381469727,127.1999969482422,33826.5,1951,48.99590745984559,59.39754447590735
5468,22.69999885559082,127.79999542236328,33826.75,1951,48.99590745984559,59.39754447590735
5468,24.0,128.89999389648438,33827.0,1951,48.99590745984559,59.39754447590735
5468,25.59999847412109,129.89999389648438,33827.25,1951,48.99590745984559,59.39754447590735
5468,27.0,130.19999694824222,33827.5,1951,53.24278958784033,63.945673752704195
5468,28.5,130.5,33827.75,1951,57.56685117015133,68.5401107020908
5468,30.0,131.0,33828.0,1951,70.97099572856845,82.58259743714106
5468,31.19999885559082,131.80000305175778,33828.25,1951,70.97099572856845,82.58259743714106
5468,32.39999771118164,132.30000305175778,33828.5,1951,61.964828296999414,73.17889697819965
5468,33.5,133.69999694824222,33828.75,1951,53.24278958784033,63.945673752704195
5468,34.39999771118164,135.0,33829.0,1951,44.829838466698966,54.897903080019375
5468,35.0,138.80000305175778,33829.25,1951,36.75697043235601,46.05418225941361
5468,35.20000076293945,142.5,33829.5,1951,29.063924992675314,37.43835499560519
5468,35.70000076293945,145.0,33829.75,1951,21.80389928443518,29.082339570661105
5468,36.20000076293945,147.5,33830.0,1951,15.052653843124096,21.031592305874458
5481,11.0,139.0,33853.5,1951,53.24278958784033,63.945673752704195
5481,11.399999618530273,138.0,33853.75,1951,57.56685117015133,68.5401107020908
5481,12.0,137.0,33854.0,1951,61.964828296999414,73.17889697819965
5481,12.699999809265135,135.69999694824222,33854.25,1951,61.964828296999414,73.17889697819965
5481,13.199999809265135,134.0,33854.5,1951,66.43377053193959,77.86026231916375
5481,13.59999942779541,132.80000305175778,33854.75,1951,70.97099572856845,82.58259743714106
5481,14.0,131.19999694824222,33855.0,1951,70.97099572856845,82.58259743714106
5481,14.399999618530273,129.80000305175778,33855.25,1951,80.24069413092387,92.14441647855432
5481,15.09999942779541,128.5,33855.5,1951,84.96884539100651,96.9813072346039
5481,15.59999942779541,127.29999542236328,33855.75,1951,84.96884539100651,96.9813072346039
5481,15.699999809265135,126.29999542236328,33856.0,1951,89.75658973133511,101.85395383880106
5481,15.899999618530273,125.29999542236328,33856.25,1951,89.75658973133511,101.85395383880106
5481,16.19999885559082,124.29999542236328,33856.5,1951,80.24069413092387,92.14441647855432
5481,16.5,123.1999969482422,33856.75,1951,80.24069413092387,92.14441647855432
5481,17.19999885559082,122.29999542236328,33857.0,1951,70.97099572856845,82.58259743714106
5481,17.799999237060547,121.79999542236328,33857.25,1951,70.97099572856845,82.58259743714106
5481,18.19999885559082,121.29999542236328,33857.5,1951,61.964828296999414,73.17889697819965
5481,18.5,120.39999389648438,33857.75,1951,53.24278958784033,63.945673752704195
5481,19.0,119.6999969482422,33858.0,1951,44.829838466698966,54.897903080019375
5481,19.399999618530273,118.79999542236328,33858.25,1951,36.75697043235601,46.05418225941361
5481,19.600000381469727,117.89999389648438,33858.5,1951,29.063924992675314,37.43835499560519
5481,20.100000381469727,116.79999542236328,33858.75,1951,29.063924992675314,37.43835499560519
5481,20.69999885559082,115.6999969482422,33859.0,1951,25.375734175912804,33.22544050554768
5481,21.0,114.29999542236328,33859.25,1951,25.375734175912804,33.22544050554768
5481,21.100000381469727,112.89999389648438,33859.5,1951,21.80389928443518,29.082339570661105
5481,20.899999618530273,111.5,33859.75,1951,21.80389928443518,29.082339570661105
5481,20.399999618530273,110.1999969482422,33860.0,1951,21.80389928443518,29.082339570661105
5490,11.0,147.6999969482422,33868.5,1951,18.358641431677302,25.015184859006382
5490,11.5,146.5,33868.75,1951,25.375734175912804,33.22544050554768
5490,12.199999809265135,145.89999389648438,33869.0,1951,32.86003657748616,41.71602194649169
5490,13.0,145.0,33869.25,1951,40.74865719140236,50.449194314841414
5490,13.299999237060547,144.1999969482422,33869.5,1951,40.74865719140236,50.449194314841414
5490,13.59999942779541,143.3000030517578,33869.75,1951,44.829838466698966,54.897903080019375
5490,13.59999942779541,142.1999969482422,33870.0,1951,48.99590745984559,59.39754447590735
5490,13.5,141.6999969482422,33870.25,1951,53.24278958784033,63.945673752704195
5490,13.399999618530273,141.09999084472656,33870.5,1951,53.24278958784033,63.945673752704195
5490,13.399999618530273,140.5,33870.75,1951,57.56685117015133,68.5401107020908
5490,13.399999618530273,140.09999084472656,33871.0,1951,61.964828296999414,73.17889697819965
5490,13.799999237060547,139.39999389648438,33871.25,1951,61.964828296999414,73.17889697819965
5490,14.299999237060547,139.0,33871.5,1951,66.43377053193959,77.86026231916375
5490,15.199999809265135,138.80000305175778,33871.75,1951,66.43377053193959,77.86026231916375
5490,16.0,138.5,33872.0,1951,70.97099572856845,82.58259743714106
5490,17.0,138.09999084472656,33872.25,1951,70.97099572856845,82.58259743714106
5490,18.0,137.80000305175778,33872.5,1951,70.97099572856845,82.58259743714106
5490,19.0,136.09999084472656,33872.75,1951,70.97099572856845,82.58259743714106
5490,20.0,135.19999694824222,33873.0,1951,70.97099572856845,82.58259743714106
5490,20.69999885559082,135.09999084472656,33873.25,1951,70.97099572856845,82.58259743714106
5490,21.0,134.09999084472656,33873.5,1951,70.97099572856845,82.58259743714106
5490,21.0,133.0,33873.75,1951,70.97099572856845,82.58259743714106
5490,21.19999885559082,132.0,33874.0,1951,70.97099572856845,82.58259743714106
5490,21.600000381469727,131.5,33874.25,1951,61.964828296999414,73.17889697819965
5490,22.0,131.0,33874.5,1951,53.24278958784033,63.945673752704195
5490,22.69999885559082,130.80000305175778,33874.75,1951,57.56685117015133,68.5401107020908
5490,23.19999885559082,130.59999084472656,33875.0,1951,61.964828296999414,73.17889697819965
5490,24.0,130.09999084472656,33875.25,1951,70.97099572856845,82.58259743714106
5490,25.0,129.5,33875.5,1951,70.97099572856845,82.58259743714106
5490,25.899999618530273,129.0,33875.75,1951,70.97099572856845,82.58259743714106
5490,26.69999885559082,128.89999389648438,33876.0,1951,66.43377053193959,77.86026231916375
5490,27.09999847412109,128.69999694824222,33876.25,1951,61.964828296999414,73.17889697819965
5490,27.5,128.5,33876.5,1951,53.24278958784033,63.945673752704195
5490,27.79999923706055,128.19999694824222,33876.75,1951,57.56685117015133,68.5401107020908
5490,28.09999847412109,128.0,33877.0,1951,61.964828296999414,73.17889697819965
5490,28.79999923706055,127.6999969482422,33877.25,1951,57.56685117015133,68.5401107020908
5490,29.09999847412109,127.0999984741211,33877.5,1951,57.56685117015133,68.5401107020908
5490,29.5,126.79999542236328,33877.75,1951,48.99590745984559,59.39754447590735
5490,29.899999618530273,126.1999969482422,33878.0,1951,48.99590745984559,59.39754447590735
5490,30.09999847412109,125.89999389648438,33878.25,1951,44.829838466698966,54.897903080019375
5490,30.5,125.1999969482422,33878.5,1951,44.829838466698966,54.897903080019375
5490,30.79999923706055,124.6999969482422,33878.75,1951,44.829838466698966,54.897903080019375
5490,31.09999847412109,124.0999984741211,33879.0,1951,44.829838466698966,54.897903080019375
5490,31.5,123.79999542236328,33879.25,1951,44.829838466698966,54.897903080019375
5490,32.0,123.5,33879.5,1951,40.74865719140236,50.449194314841414
5490,32.5,123.5999984741211,33879.75,1951,40.74865719140236,50.449194314841414
5490,32.89999771118164,123.79999542236328,33880.0,1951,40.74865719140236,50.449194314841414
5490,33.39999771118164,124.0999984741211,33880.25,1951,36.75697043235601,46.05418225941361
5490,34.09999847412109,125.0,33880.5,1951,36.75697043235601,46.05418225941361
5490,34.799999237060554,125.5,33880.75,1951,32.86003657748616,41.71602194649169
5490,35.09999847412109,126.0999984741211,33881.0,1951,29.063924992675314,37.43835499560519
5490,37.099998474121094,127.0,33881.25,1951,25.375734175912804,33.22544050554768
5490,39.0,127.6999969482422,33881.5,1951,21.80389928443518,29.082339570661105
5490,40.70000076293945,129.0,33881.75,1951,21.80389928443518,29.082339570661105
5490,42.0,130.30000305175778,33882.0,1951,18.358641431677302,25.015184859006382
5495,16.5,132.0,33888.25,1951,18.358641431677302,25.015184859006382
5495,17.299999237060547,130.80000305175778,33888.5,1951,18.358641431677302,25.015184859006382
5495,17.799999237060547,129.39999389648438,33888.75,1951,21.80389928443518,29.082339570661105
5495,17.799999237060547,128.0,33889.0,1951,36.75697043235601,46.05418225941361
5495,17.600000381469727,126.6999969482422,33889.25,1951,53.24278958784033,63.945673752704195
5495,17.5,125.29999542236328,33889.5,1951,53.24278958784033,63.945673752704195
5495,17.69999885559082,123.89999389648438,33889.75,1951,48.99590745984559,59.39754447590735
5495,18.0,122.5,33890.0,1951,44.829838466698966,54.897903080019375
5495,18.5,120.89999389648438,33890.25,1951,48.99590745984559,59.39754447590735
5495,18.899999618530273,119.29999542236328,33890.5,1951,53.24278958784033,63.945673752704195
5495,19.19999885559082,117.5999984741211,33890.75,1951,57.56685117015133,68.5401107020908
5495,19.100000381469727,115.89999389648438,33891.0,1951,61.964828296999414,73.17889697819965
5495,19.5,114.0,33891.25,1951,70.97099572856845,82.58259743714106
5495,20.0,112.29999542236328,33891.5,1951,61.964828296999414,73.17889697819965
5495,19.5,110.1999969482422,33891.75,1951,53.24278958784033,63.945673752704195
5495,20.0,108.0,33892.0,1951,44.829838466698966,54.897903080019375
5495,19.19999885559082,108.0,33892.25,1951,36.75697043235601,46.05418225941361
5495,19.5,106.0,33892.5,1951,25.375734175912804,33.22544050554768
5495,19.69999885559082,105.79999542236328,33892.75,1951,21.80389928443518,29.082339570661105
5495,21.0,105.5,33893.0,1951,18.358641431677302,25.015184859006382
5504,14.0,130.80000305175778,33905.0,1951,21.80389928443518,29.082339570661105
5504,14.0,130.0,33905.25,1951,25.375734175912804,33.22544050554768
5504,14.199999809265135,128.89999389648438,33905.5,1951,29.063924992675314,37.43835499560519
5504,14.899999618530273,128.09999084472656,33905.75,1951,29.063924992675314,37.43835499560519
5504,15.399999618530273,127.39999389648438,33906.0,1951,32.86003657748616,41.71602194649169
5504,15.5,126.5999984741211,33906.25,1951,48.99590745984559,59.39754447590735
5504,15.799999237060547,125.79999542236328,33906.5,1951,48.99590745984559,59.39754447590735
5504,16.5,125.0999984741211,33906.75,1951,48.99590745984559,59.39754447590735
5504,17.399999618530273,124.5999984741211,33907.0,1951,53.24278958784033,63.945673752704195
5504,18.399999618530273,123.6999969482422,33907.25,1951,57.56685117015133,68.5401107020908
5504,19.19999885559082,122.6999969482422,33907.5,1951,57.56685117015133,68.5401107020908
5504,19.5,121.39999389648438,33907.75,1951,57.56685117015133,68.5401107020908
5504,19.5,120.0,33908.0,1951,57.56685117015133,68.5401107020908
5504,19.5,119.0999984741211,33908.25,1951,57.56685117015133,68.5401107020908
5504,19.399999618530273,118.1999969482422,33908.5,1951,53.24278958784033,63.945673752704195
5504,19.399999618530273,117.29999542236328,33908.75,1951,48.99590745984559,59.39754447590735
5504,19.399999618530273,116.39999389648438,33909.0,1951,44.829838466698966,54.897903080019375
5504,19.399999618530273,115.39999389648438,33909.25,1951,40.74865719140236,50.449194314841414
5504,19.399999618530273,114.5,33909.5,1951,36.75697043235601,46.05418225941361
5504,19.399999618530273,113.39999389648438,33909.75,1951,32.86003657748616,41.71602194649169
5504,19.5,112.39999389648438,33910.0,1951,29.063924992675314,37.43835499560519
5504,19.600000381469727,111.5,33910.25,1951,25.375734175912804,33.22544050554768
5504,20.399999618530273,111.5,33910.5,1951,25.375734175912804,33.22544050554768
5504,20.600000381469727,111.0,33910.75,1951,21.80389928443518,29.082339570661105
5504,21.0,110.5,33911.0,1951,18.358641431677302,25.015184859006382
5504,21.5,110.0,33911.25,1951,15.052653843124096,21.031592305874458
5506,17.799999237060547,122.89999389648438,33913.0,1951,11.902210576423252,17.14132634585395
5506,18.299999237060547,121.5999984741211,33913.25,1951,15.052653843124096,21.031592305874458
5506,18.899999618530273,120.0999984741211,33913.5,1951,15.052653843124096,21.031592305874458
5506,19.299999237060547,118.79999542236328,33913.75,1951,15.052653843124096,21.031592305874458
5506,19.899999618530273,117.5,33914.0,1951,18.358641431677302,25.015184859006382
5506,20.299999237060547,116.79999542236328,33914.25,1951,25.375734175912804,33.22544050554768
5506,21.0,117.0999984741211,33914.5,1951,29.063924992675314,37.43835499560519
5506,21.69999885559082,118.1999969482422,33914.75,1951,53.24278958784033,63.945673752704195
5506,22.299999237060547,119.39999389648438,33915.0,1951,61.964828296999414,73.17889697819965
5506,23.19999885559082,119.79999542236328,33915.25,1951,48.99590745984559,59.39754447590735
5506,23.899999618530273,120.5999984741211,33915.5,1951,25.375734175912804,33.22544050554768
5506,24.29999923706055,121.39999389648438,33915.75,1951,18.358641431677302,25.015184859006382
5511,14.199999809265135,139.59999084472656,33928.0,1951,25.375734175912804,33.22544050554768
5511,15.0,138.69999694824222,33928.25,1951,36.75697043235601,46.05418225941361
5511,15.59999942779541,137.80000305175778,33928.5,1951,48.99590745984559,59.39754447590735
5511,16.0,136.69999694824222,33928.75,1951,53.24278958784033,63.945673752704195
5511,16.299999237060547,135.59999084472656,33929.0,1951,57.56685117015133,68.5401107020908
5511,16.399999618530273,134.39999389648438,33929.25,1951,70.97099572856845,82.58259743714106
5511,16.899999618530273,133.30000305175778,33929.5,1951,70.97099572856845,82.58259743714106
5511,17.69999885559082,132.5,33929.75,1951,70.97099572856845,82.58259743714106
5511,18.299999237060547,131.59999084472656,33930.0,1951,75.57405331550247,87.34443198930148
5511,18.799999237060547,130.5,33930.25,1951,75.57405331550247,87.34443198930148
5511,19.0,129.39999389648438,33930.5,1951,80.24069413092387,92.14441647855432
5511,19.399999618530273,128.69999694824222,33930.75,1951,80.24069413092387,92.14441647855432
5511,19.600000381469727,127.89999389648438,33931.0,1951,84.96884539100651,96.9813072346039
5511,20.0,127.1999969482422,33931.25,1951,89.75658973133511,101.85395383880106
5511,20.69999885559082,126.39999389648438,33931.5,1951,84.96884539100651,96.9813072346039
5511,21.5,126.0,33931.75,1951,80.24069413092387,92.14441647855432
5511,22.60000038146973,126.0,33932.0,1951,80.24069413092387,92.14441647855432
5511,23.60000038146973,126.0999984741211,33932.25,1951,75.57405331550247,87.34443198930148
5511,24.5,126.29999542236328,33932.5,1951,70.97099572856845,82.58259743714106
5511,26.09999847412109,126.79999542236328,33932.75,1951,61.964828296999414,73.17889697819965
5511,27.79999923706055,127.5,33933.0,1951,53.24278958784033,63.945673752704195
5511,29.69999885559082,128.80000305175778,33933.25,1951,48.99590745984559,59.39754447590735
5511,32.5,131.5,33933.5,1951,44.829838466698966,54.897903080019375
5511,34.200000762939446,134.0,33933.75,1951,36.75697043235601,46.05418225941361
5511,36.5,137.5,33934.0,1951,29.063924992675314,37.43835499560519
5511,37.5,141.1999969482422,33934.25,1951,25.375734175912804,33.22544050554768
5511,39.0,145.0,33934.5,1951,21.80389928443518,29.082339570661105
5511,40.5,150.5,33934.75,1951,18.358641431677302,25.015184859006382
5511,42.0,156.5,33935.0,1951,29.063924992675314,37.43835499560519
5511,44.0,163.0,33935.25,1951,40.74865719140236,50.449194314841414
5511,46.0,169.0,33935.5,1951,40.74865719140236,50.449194314841414
5511,46.29999923706055,172.0,33935.75,1951,36.75697043235601,46.05418225941361
5511,46.5,174.0,33936.0,1951,36.75697043235601,46.05418225941361
5511,48.0,176.5,33936.25,1951,32.86003657748616,41.71602194649169
5511,49.0,177.5,33936.5,1951,29.063924992675314,37.43835499560519
5511,49.5,178.0,33936.75,1951,25.375734175912804,33.22544050554768
5511,50.0,177.8000030517578,33937.0,1951,25.375734175912804,33.22544050554768
5517,24.0,155.0,33942.25,1951,29.063924992675314,37.43835499560519
5517,24.399999618530273,153.1999969482422,33942.5,1951,36.75697043235601,46.05418225941361
5517,24.79999923706055,152.3000030517578,33942.75,1951,44.829838466698966,54.897903080019375
5517,25.19999885559082,151.6999969482422,33943.0,1951,53.24278958784033,63.945673752704195
5517,26.19999885559082,151.3000030517578,33943.25,1951,61.964828296999414,73.17889697819965
5517,27.09999847412109,151.5,33943.5,1951,61.964828296999414,73.17889697819965
5517,28.19999885559082,152.1999969482422,33943.75,1951,66.43377053193959,77.86026231916375
5517,29.0,153.0,33944.0,1951,70.97099572856845,82.58259743714106
5517,30.5,154.5,33944.25,1951,70.97099572856845,82.58259743714106
5517,31.79999923706055,156.39999389648438,33944.5,1951,70.97099572856845,82.58259743714106
5517,32.799999237060554,158.0,33944.75,1951,70.97099572856845,82.58259743714106
5517,33.89999771118164,159.89999389648438,33945.0,1951,70.97099572856845,82.58259743714106
5517,34.89999771118164,161.8000030517578,33945.25,1951,61.964828296999414,73.17889697819965
5517,35.79999923706055,163.8000030517578,33945.5,1951,57.56685117015133,68.5401107020908
5517,36.20000076293945,165.8000030517578,33945.75,1951,53.24278958784033,63.945673752704195
5517,37.0,168.0,33946.0,1951,48.99590745984559,59.39754447590735
5517,38.0,170.0,33946.25,1951,48.99590745984559,59.39754447590735
5517,38.5,172.0,33946.5,1951,44.829838466698966,54.897903080019375
5517,38.29999923706055,175.0,33946.75,1951,40.74865719140236,50.449194314841414
5517,38.20000076293945,177.0,33947.0,1951,36.75697043235601,46.05418225941361
5517,38.099998474121094,178.5,33947.25,1951,32.86003657748616,41.71602194649169
5517,38.0,180.0,33947.5,1951,25.375734175912804,33.22544050554768
5517,39.0,-176.5,33947.75,1951,21.80389928443518,29.082339570661105
5517,41.0,-173.5,33948.0,1951,18.358641431677302,25.015184859006382
5518,13.09999942779541,154.5,33945.5,1951,36.75697043235601,46.05418225941361
5518,13.799999237060547,152.5,33945.75,1951,44.829838466698966,54.897903080019375
5518,14.0,151.0,33946.0,1951,53.24278958784033,63.945673752704195
5518,14.399999618530273,149.09999084472656,33946.25,1951,61.964828296999414,73.17889697819965
5518,14.899999618530273,147.3000030517578,33946.5,1951,61.964828296999414,73.17889697819965
5518,15.699999809265135,145.0,33946.75,1951,61.964828296999414,73.17889697819965
5518,16.5,143.1999969482422,33947.0,1951,61.964828296999414,73.17889697819965
5518,17.399999618530273,141.09999084472656,33947.25,1951,70.97099572856845,82.58259743714106
5518,18.5,139.80000305175778,33947.5,1951,80.24069413092387,92.14441647855432
5518,20.0,138.0,33947.75,1951,89.75658973133511,101.85395383880106
5518,21.5,137.0,33948.0,1951,94.60214751510337,106.76128850906201
5518,23.19999885559082,136.39999389648438,33948.25,1951,94.60214751510337,106.76128850906201
5518,25.19999885559082,136.80000305175778,33948.5,1951,89.75658973133511,101.85395383880106
5518,27.0,137.80000305175778,33948.75,1951,89.75658973133511,101.85395383880106
5518,28.29999923706055,138.89999389648438,33949.0,1951,89.75658973133511,101.85395383880106
5518,30.29999923706055,141.39999389648438,33949.25,1951,53.24278958784033,63.945673752704195
5518,32.0,144.3000030517578,33949.5,1951,44.829838466698966,54.897903080019375
5518,33.09999847412109,147.6999969482422,33949.75,1951,36.75697043235601,46.05418225941361
5518,34.0,151.0,33950.0,1951,29.063924992675314,37.43835499560519
5518,35.0,155.0,33950.25,1951,25.375734175912804,33.22544050554768
5518,35.79999923706055,158.59999084472656,33950.5,1951,21.80389928443518,29.082339570661105
5518,36.79999923706055,161.89999389648438,33950.75,1951,18.358641431677302,25.015184859006382
5518,38.0,165.0,33951.0,1951,15.052653843124096,21.031592305874458
5521,9.199999809265137,133.09999084472656,33968.0,1951,48.99590745984559,59.39754447590735
5521,9.59999942779541,132.59999084472656,33968.25,1951,48.99590745984559,59.39754447590735
5521,9.899999618530273,132.0,33968.5,1951,48.99590745984559,59.39754447590735
5521,10.300000190734863,131.5,33968.75,1951,48.99590745984559,59.39754447590735
5521,10.59999942779541,130.89999389648438,33969.0,1951,48.99590745984559,59.39754447590735
5521,10.699999809265137,130.0,33969.25,1951,53.24278958784033,63.945673752704195
5521,10.699999809265137,129.19999694824222,33969.5,1951,57.56685117015133,68.5401107020908
5521,10.699999809265137,128.30000305175778,33969.75,1951,57.56685117015133,68.5401107020908
5521,10.699999809265137,127.5,33970.0,1951,61.964828296999414,73.17889697819965
5521,10.899999618530273,126.5,33970.25,1951,61.964828296999414,73.17889697819965
5521,11.399999618530273,125.39999389648438,33970.5,1951,61.964828296999414,73.17889697819965
5521,12.09999942779541,124.1999969482422,33970.75,1951,57.56685117015133,68.5401107020908
5521,12.5,123.1999969482422,33971.0,1951,57.56685117015133,68.5401107020908
5521,12.699999809265135,122.1999969482422,33971.25,1951,57.56685117015133,68.5401107020908
5521,12.699999809265135,121.1999969482422,33971.5,1951,57.56685117015133,68.5401107020908
5521,12.799999237060547,120.1999969482422,33971.75,1951,53.24278958784033,63.945673752704195
5521,13.0,119.39999389648438,33972.0,1951,53.24278958784033,63.945673752704195
