1999,-1.44,-1.22,-0.98,-0.87,-0.93,-0.96,-1.02,-1.01,-1.07,-1.18,-1.38,-1.57
2000,-1.58,-1.39,-1.1,-0.86,-0.74,-0.65,-0.59,-0.54,-0.6,-0.68,-0.78,-0.74
2001,-0.65,-0.49,-0.4,-0.32,-0.24,-0.11,-0.08,-0.12,-0.19,-0.27,-0.36,-0.31
2002,-0.17,0.03,0.09,0.2,0.41,0.61,0.75,0.81,0.94,1.09,1.19,1.1
2003,0.93,0.69,0.41,0.02,-0.18,-0.1,0.08,0.17,0.22,0.28,0.33,0.33
2004,0.31,0.26,0.19,0.14,0.15,0.28,0.45,0.63,0.68,0.66,0.64,0.68
2005,0.66,0.63,0.5,0.46,0.34,0.16,0.02,-0.06,-0.04,-0.23,-0.48,-0.68
2006,-0.65,-0.55,-0.38,-0.23,-0.04,0.04,0.14,0.28,0.47,0.69,0.85,0.92
2007,0.72,0.4,0.07,-0.12,-0.2,-0.27,-0.38,-0.63,-0.89,-1.13,-1.25,-1.33
2008,-1.35,-1.26,-1.09,-0.87,-0.72,-0.54,-0.37,-0.29,-0.3,-0.38,-0.55,-0.7
2009,-0.74,-0.59,-0.35,-0.08,0.16,0.35,0.46,0.52,0.64,0.88,1.14,1.31
2010,1.3,1.16,0.88,0.48,0.01,-0.44,-0.85,-1.18,-1.38,-1.45,-1.43,-1.4
2011,-1.25,-1.01,-0.74,-0.54,-0.36,-0.26,-0.34,-0.57,-0.79,-0.94,-0.96,-0.87
2012,-0.7,-0.52,-0.44,-0.38,-0.3,-0.12,0.06,0.25,0.34,0.33,0.08,-0.2
2013,-0.4,-0.4,-0.3,-0.22,-0.2,-0.24,-0.27,-0.25,-0.24,-0.25,-0.26,-0.34
2014,-0.46,-0.5,-0.38,-0.16,-0.05,-0.04,-0.09,-0.04,0.1,0.35,0.52,0.62
2015,0.56,0.51,0.55,0.68,0.84,0.97,1.17,1.42,1.69,1.96,2.15,2.28
2016,2.22,1.99,1.58,1.08,0.59,0.09,-0.33,-0.59,-0.75,-0.84,-0.84,-0.67
2017,-0.42,-0.12,0.15,0.39,0.4,0.27,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
