month,year,nino12
12,1970,21.9
12,1971,21.89
12,1972,24.48
12,1973,21.91
12,1974,21.66
12,1975,21.11
12,1976,23.32
12,1977,22.46
12,1978,22.93
12,1979,22.81
12,1980,22.49
12,1981,22.85
12,1982,25.91
12,1983,23.26
12,1984,22.68
12,1985,22.71
12,1986,23.5
12,1987,23.54
12,1988,22.22
12,1989,22.64
12,1990,22.73
12,1991,23.72
12,1992,22.95
12,1993,23.14
12,1994,23.77
12,1995,22.28
12,1996,21.9
12,1997,27.02
12,1998,23.01
12,1999,22.29
12,2000,22.18
12,2001,22.12
12,2002,23.59
12,2003,23.08
12,2004,23.46
12,2005,22.33
12,2006,23.69
12,2007,21.63
12,2008,22.9
12,2009,23.15
12,2010,22.24
