month,year,nino34
7,2010,26.52
8,1951,27.07
8,1952,26.48
8,1953,27.13
8,1954,25.74
8,1955,25.88
8,1956,25.93
8,1957,27.71
8,1958,26.85
8,1959,26.27
8,1960,26.78
8,1961,26.29
8,1962,26.4
8,1963,27.48
8,1964,25.73
8,1965,27.88
8,1966,26.57
8,1967,26.49
8,1968,26.98
8,1969,27.16
8,1970,25.7
8,1971,25.97
8,1972,27.98
8,1973,25.52
8,1974,26.41
8,1975,25.54
8,1976,26.96
8,1977,26.91
8,1978,26.17
8,1979,26.85
8,1980,26.74
8,1981,26.45
8,1982,27.67
8,1983,26.76
8,1984,26.68
8,1985,26.45
8,1986,27.22
8,1987,28.42
8,1988,25.73
8,1989,26.47
8,1990,27.12
8,1991,27.72
8,1992,27.1
8,1993,27.03
8,1994,27.44
8,1995,26.5
8,1996,26.79
8,1997,28.7
8,1998,25.82
8,1999,25.85
8,2000,26.43
8,2001,26.88
8,2002,27.82
8,2003,27.18
8,2004,27.7
8,2005,27.02
8,2006,27.3
8,2007,26.45
8,2008,26.8
8,2009,27.51
8,2010,25.8
9,1951,27.28
9,1952,26.53
9,1953,27.12
9,1954,25.52
9,1955,25.64
9,1956,25.99
9,1957,27.43
9,1958,26.64
9,1959,26.1
9,1960,26.48
9,1961,25.96
9,1962,26.01
9,1963,27.44
9,1964,25.51
9,1965,27.92
9,1966,26.45
9,1967,25.97
9,1968,26.75
9,1969,27.23
9,1970,25.71
9,1971,25.84
9,1972,27.98
9,1973,25.2
9,1974,26.25
9,1975,25.24
9,1976,27.03
9,1977,27.08
9,1978,26.12
9,1979,27.14
9,1980,26.63
9,1981,26.57
9,1982,28.23
9,1983,26.42
9,1984,26.47
9,1985,26.18
9,1986,27.37
9,1987,28.38
9,1988,25.8
9,1989,26.5
9,1990,27.03
9,1991,27.35
9,1992,26.86
9,1993,27.19
9,1994,27.13
9,1995,26.11
9,1996,26.5
9,1997,28.85
9,1998,25.72
9,1999,25.88
9,2000,26.34
9,2001,26.71
9,2002,27.86
9,2003,27.1
9,2004,27.65
9,2005,26.9
9,2006,27.45
9,2007,26.01
9,2008,26.63
9,2009,27.5
9,2010,25.45
10,1951,27.12
10,1952,26.56
10,1953,27.15
10,1954,25.69
10,1955,24.69
10,1956,25.88
10,1957,27.39
10,1958,26.79
10,1959,26.31
10,1960,26.31
10,1961,25.87
10,1962,26.11
10,1963,27.46
10,1964,25.54
10,1965,28.14
10,1966,26.41
10,1967,26.08
10,1968,26.73
10,1969,27.4
10,1970,25.61
10,1971,25.67
10,1972,28.35
10,1973,24.89
10,1974,25.92
10,1975,25.06
10,1976,27.5
10,1977,27.32
10,1978,26.3
10,1979,26.92
10,1980,26.57
10,1981,26.53
10,1982,28.67
10,1983,25.89
10,1984,26.18
10,1985,26.38
10,1986,27.56
10,1987,28.07
10,1988,25.01
10,1989,26.41
10,1990,27.08
10,1991,27.71
10,1992,26.67
10,1993,27.03
10,1994,27.44
10,1995,25.96
10,1996,26.48
10,1997,29.08
10,1998,25.55
10,1999,25.7
10,2000,26.08
10,2001,26.7
10,2002,28.01
10,2003,27.26
10,2004,27.57
10,2005,26.81
10,2006,27.53
10,2007,25.74
10,2008,26.54
10,2009,27.76
10,2010,25.46
11,1951,27.13
11,1952,26.4
11,1953,27.0
11,1954,25.94
11,1955,24.52
11,1956,25.8
11,1957,27.74
11,1958,27.05
11,1959,26.22
11,1960,26.44
11,1961,26.15
11,1962,25.87
11,1963,27.43
11,1964,25.43
11,1965,28.06
11,1966,26.39
11,1967,26.15
11,1968,27.2
11,1969,27.21
11,1970,25.62
11,1971,25.8
11,1972,28.58
11,1973,24.52
11,1974,25.78
11,1975,25.19
11,1976,27.39
11,1977,27.28
11,1978,26.42
11,1979,27.1
11,1980,26.69
11,1981,26.45
11,1982,28.68
11,1983,25.74
11,1984,25.64
11,1985,26.49
11,1986,27.66
11,1987,27.86
11,1988,24.84
11,1989,26.32
11,1990,26.89
11,1991,27.98
11,1992,26.68
11,1993,26.89
11,1994,27.87
11,1995,25.79
11,1996,26.42
11,1997,29.11
11,1998,25.57
11,1999,25.34
11,2000,26.02
11,2001,26.5
11,2002,28.14
11,2003,27.2
11,2004,27.49
11,2005,26.34
11,2006,27.79
11,2007,25.58
11,2008,26.42
11,2009,28.11
11,2010,25.46
12,1951,26.9
12,1952,26.57
12,1953,27.08
12,1954,25.7
12,1955,24.81
12,1956,25.91
12,1957,27.87
12,1958,26.85
12,1959,26.3
12,1960,26.27
12,1961,26.15
12,1962,25.82
12,1963,27.56
12,1964,25.42
12,1965,27.9
12,1966,26.16
12,1967,25.98
12,1968,27.2
12,1969,27.15
12,1970,25.38
12,1971,25.52
12,1972,28.56
12,1973,24.57
12,1974,25.81
12,1975,24.87
12,1976,27.26
12,1977,27.36
12,1978,26.57
12,1979,27.18
12,1980,26.81
12,1981,26.56
12,1982,28.87
12,1983,25.87
12,1984,25.45
12,1985,26.37
12,1986,27.69
12,1987,27.63
12,1988,24.88
12,1989,26.61
12,1990,27.04
12,1991,28.29
12,1992,26.75
12,1993,26.93
12,1994,27.94
12,1995,25.82
12,1996,26.15
12,1997,28.96
12,1998,25.2
12,1999,25.12
12,2000,25.88
12,2001,26.28
12,2002,28.01
12,2003,27.1
12,2004,27.46
12,2005,26.01
12,2006,27.81
12,2007,25.49
12,2008,25.98
12,2009,28.15
12,2010,25.37
